startup_id,company_name,primary_sector,company_stage,city,state,founding_year,age_years,completeness_pct,tier,source_quality_pct,freshness_pct,conflict_level,notes
S0132,Baaz Bikes,ev mobility,Series A,Delhi NCR,,,,22.9,Basic,86.7,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0133,Piston,fintech / payments,Series A,Bengaluru,,,,25.0,Basic,50.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0134,Chargebee,saas/billing,Late-stage (Series H),Chennai,Tamil Nadu,2011,15,91.7,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0135,Delhivery,logistics,"Listed (NSE/BSE: DELHIVERY, since 24 May 2022)",Gurugram,Haryana,2011,15,93.8,Fully researched,100.0,60,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0136,Erisha E Mobility,auto/ev,Series D,Delhi NCR,Delhi,2022,4,37.5,Basic,53.3,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0137,Freshworks,saas,"Listed (Nasdaq: FRSH, since Sep 2021)",Chennai,Tamil Nadu,2010,16,45.8,Enriched,86.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0138,OYO,hospitality/travel-tech,"Pre-IPO (SEBI-approved; UDRHP filed, Rs 6,650 Cr fresh issue)",Gurugram,Haryana,2013,13,93.8,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0139,Policybazaar,Insurtech / Fintech,Public (Listed),Gurugram,Haryana,2008,18,50.0,Enriched,63.3,20,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0140,Uniphore,Conversational AI / Enterprise AI,Private (Unicorn),Chennai / Palo Alto,,2008,18,50.0,Enriched,83.3,80,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0141,Urban Company,Home Services / Hyperlocal,Public (Listed),Gurugram,Haryana,2014,12,41.7,Enriched,33.3,80,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0142,Zomato,FoodTech / Quick Commerce,Public (Listed),Gurugram,Haryana,2008,18,50.0,Enriched,83.3,20,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0143,Emversity,EdTech / Workforce Skilling,Private (Series A),Bengaluru,Karnataka,2023,3,50.0,Enriched,100.0,80,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0144,KGeN (Kratos Gamer Network),gaming/web3 distribution protocol,Series A (strategic round Sep 2025),Bengaluru,Karnataka,2022,4,87.5,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0145,Seekho,edtech short-form,Series B,Bengaluru,Karnataka,2020,6,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0146,Avammune Therapeutics,biotech therapeutics,Series A,Bengaluru,Karnataka,2020,6,70.8,Deep,100.0,60,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0147,HexaHealth,healthtech surgical care,Series A,Gurugram,Haryana,2021,5,43.8,Enriched,23.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0148,Escape Plan (travel gear),d2c travel,Series A,Bengaluru,Karnataka,2025,1,87.5,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0149,Lendingkart,fintech/sme lending,Late Stage (Series E),Ahmedabad,Gujarat,2014,12,50.0,Enriched,100.0,0,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0150,PB Healthcare,healthtech | healthtech integrated care,Seed,Gurugram,Haryana,2025,1,47.9,Enriched,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0151,Augnito,healthtech ai scribe,Series A,Mumbai,Maharashtra,2022,4,45.8,Enriched,70.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0152,C2i Semiconductors,semiconductor power,Series A (acquired by Infineon),Bengaluru,Karnataka,2024,2,47.9,Enriched,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0153,CynLr,robotics vision,Series A,Bengaluru,Karnataka,2019,7,95.8,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0154,Skydo,fintech cross-border payments,Series A,Bengaluru,Karnataka,,,95.8,Fully researched,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0155,Smart Joules,climate energy efficiency,Series B,Delhi,,,,52.1,Enriched,100.0,0,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0156,VerveSemi (Vervesemi),semiconductor motor control,Series A,Greater Noida,,,,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0157,Butterfly Learnings,healthtech,Pre-Series B,Mumbai,Maharashtra,,,91.7,Fully researched,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0158,Sugar Cosmetics,d2c beauty,Series D7,Mumbai,Maharashtra,2015,11,93.8,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0159,Graas.ai (Graas),ai ecommerce growth,Series B,Bengaluru,Karnataka,2022,4,91.7,Fully researched,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0160,Beepkart,used two-wheelers,,Bengaluru,Karnataka,2020,6,8.3,Candidate,16.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0161,Agrani Labs,semiconductor ai gpu,Seed,Bengaluru,Karnataka,,,72.9,Deep,96.7,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0162,Mokobara,d2c travel goods,Series C,Bengaluru,Karnataka,2019,7,81.2,Intelligence-grade,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0163,XpressBees,logistics,Late / Unicorn,Pune,Maharashtra,2015,11,85.4,Intelligence-grade,40.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0164,Fundly.ai,fintech / B2B pharma,early (Series A/B),Mumbai,Maharashtra,2021,5,83.3,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0165,Mitigata,cybersecurity,Series B,Bengaluru,Karnataka,2023,3,83.3,Intelligence-grade,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0166,Refold AI,AI devtools,seed,Bengaluru,,2023,3,27.1,Basic,60.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0167,RentoMojo,furniture rental / consumer services,IPO,Bengaluru,Karnataka,2014,12,79.2,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0168,Blinkit,quick commerce,mature / subsidiary,Gurugram,Haryana,,,35.4,Basic,66.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0169,Juniper Green Energy,Renewable Energy / IPP,IPO/Public,Gurugram,Haryana,2018,8,45.8,Enriched,30.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0170,Serentica Renewables,Renewable Energy / IPP,Private (Pre-IPO),Gurugram,Haryana,2022,4,47.9,Enriched,50.0,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0171,Swiggy,Food Delivery / Quick Commerce,Public (Listed),Bengaluru,Karnataka,2014,12,47.9,Enriched,63.3,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0172,Bonkers Corner,D2C Streetwear / Fashion,Series A,Mumbai,Maharashtra,2020,6,50.0,Enriched,70.0,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0173,immunitoAI,AI Drug Discovery / Biotech,Series A,Bengaluru,Karnataka,2020,6,62.5,Deep,60.0,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0174,BigEndian Semiconductors,Semiconductors / Fabless chip design,Growth (Pre-Series A),Bengaluru,Karnataka,2024,2,50.0,Enriched,73.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0175,Mojro Technologies,Logistics SaaS / AI supply chain optimization,Growth (Series A),Bengaluru,Karnataka,2016,10,52.1,Enriched,60.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0176,Neo (Neo Investment Value Advisors),Wealth Management / Fintech,Growth (Series B / Unicorn),Mumbai,Maharashtra,2021,5,50.0,Enriched,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0177,Capillary Technologies,SaaS / Customer Loyalty,Public (NSE/BSE),Bengaluru,Karnataka,2012,14,50.0,Enriched,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0178,PowerUp Money,Wealthtech / Mutual Fund Advisory,Growth (Series A),Bengaluru,Karnataka,2024,2,52.1,Enriched,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0179,Truva,proptech listings,Series A,Mumbai,Maharashtra,2023,3,47.9,Enriched,40.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0180,Tsavorite,AI infra / semiconductor,pre-revenue / product development,Bengaluru,Karnataka,2023,3,41.7,Enriched,86.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0181,Inox Clean Energy,climate renewables,pre-IPO,Noida,Uttar Pradesh,2017,9,54.2,Enriched,70.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0182,Raphe mPhibr,defence drones,Series B / pre-IPO,Noida,Uttar Pradesh,2017,9,60.4,Deep,93.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0183,Battery Smart,ev battery swapping,Series C / pre-IPO,Gurugram,Haryana,2019,7,60.4,Deep,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0184,Carrum Mobility,mobility / fleet management,Series B,Bengaluru,Karnataka,,,31.2,Basic,63.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0185,Elivaas,travel villas,Series B,Bengaluru,Karnataka,,,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0186,nCore Games,gaming studio,Series A,Bengaluru,Karnataka,,,27.1,Basic,40.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0187,Stimuler AI,edtech ai tutor,pre-Series A,Bengaluru,Karnataka,2022,4,29.2,Basic,40.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0188,Zerodha,fintech/broking,Bootstrapped / mature private,Bengaluru,Karnataka,2010,16,31.2,Basic,60.0,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0189,General Autonomy,Robotics / DeepTech,Seed,Bengaluru,Karnataka,2023,3,41.7,Enriched,63.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0190,Otipy,agritech / farm-to-fork,,Delhi NCR,Delhi,2020,6,8.3,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0191,QOSMIC,Spacetech / Laser Communications,Seed,Bengaluru,Karnataka,2025,1,43.8,Enriched,73.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0192,Hachidori Robotics,Robotics / AMR,Seed,Bengaluru,Karnataka,2019,7,52.1,Enriched,40.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0193,TransBnk,Fintech / Banking Infrastructure,Series B,Gurugram,Haryana,2022,4,41.7,Enriched,86.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0194,Olee Space,spacetech / defence-photonics,seed,Pune,Maharashtra,2023,3,47.9,Enriched,73.3,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0195,Atlys,travel-tech / visas,Series C,Delhi NCR,Delhi,2020,6,43.8,Enriched,66.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0196,Goldi Solar,climate / solar manufacturing,Series A / pre-IPO,Surat,,2011,15,50.0,Enriched,53.3,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0197,Kiwi (Gokiwi Tech),fintech / credit cards,Series B,Bengaluru,Karnataka,2022,4,100.0,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0198,Circolife,cleantech / cooling,pre-Series A,Mumbai,Maharashtra,2023,3,39.6,Basic,40.0,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0199,Agnikul Cosmos (AgniKul),spacetech launch,late-stage,Chennai,Tamil Nadu,2017,9,33.3,Basic,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0200,Aurm,proptech services,Series A,Mumbai,Maharashtra,2013,13,47.9,Enriched,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0201,Syfe,wealthtech,Series C,Gurugram,Haryana,2019,7,50.0,Enriched,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0202,Prozo,logistics supply chain,Series A,Gurugram,Haryana,2014,12,54.2,Enriched,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0203,Jurisphere.ai,legaltech ai,early-stage,Bengaluru,Karnataka,2024,2,41.7,Enriched,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0204,The Energy Company,,,Bengaluru,Karnataka,,,6.2,Candidate,6.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0205,Spike AI,,,Bengaluru,Karnataka,,,6.2,Candidate,10.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0206,Physics Wallah,,,Noida,Uttar Pradesh,,,6.2,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0207,Arivihan,Edtech / AI,early-stage,Bengaluru,Karnataka,2024,2,43.8,Enriched,80.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0208,Netrasemi (NetraSemi),Semiconductor / AI chip,early-stage,Bengaluru,Karnataka,2020,6,47.9,Enriched,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0209,Arohan Financial Services,fintech/microfinance,Late-stage / Pre-IPO,Kolkata,West Bengal,2006,20,95.8,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0210,Ather Energy,ev/2-wheeler,Public (Listed),Bengaluru,Karnataka,2013,13,43.8,Enriched,26.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0211,Nexedge Capital,wealthtech,Early-stage (maiden round),Delhi NCR,Delhi,,,91.7,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0212,Shiprocket,logistics tech,Public (Listed),Delhi NCR,Delhi,,,37.5,Basic,23.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0213,Navana.ai,ai / voice ai,Series A,Mumbai,Maharashtra,2018,8,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0214,Lickicious,petcare / D2C pet nutrition,Early growth,Mumbai,Maharashtra,2024,2,31.2,Basic,73.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0215,PumPumPum,mobility / used-car leasing,Growth,Mumbai,Maharashtra,2018,8,87.5,Intelligence-grade,43.3,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0216,BimaKavach,insurtech / B2B commercial insurance,Seed / early growth,Bengaluru,Karnataka,2021,5,25.0,Basic,83.3,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0217,CtrlS,data centres / digital infrastructure,Growth / mature private,Hyderabad,Telangana,2008,18,35.4,Basic,73.3,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0218,Watch Your Health,healthtech / insurtech engagement,Growth,Mumbai MMR,,2015,11,22.9,Basic,66.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0219,TrueFan AI,enterprise AI video generation,Series A,Gurugram,Haryana,2020,6,37.5,Basic,73.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0220,Coulomb Litech,EV battery technology,Seed,Mumbai,Maharashtra,2020,6,35.4,Basic,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0221,Fermionic Design,"semiconductor design (RF chips, GaN)",Seed,Bengaluru,Karnataka,2020,6,39.6,Basic,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0222,ANSCER Robotics,industrial robotics / autonomous mobile robots,Series A,Bengaluru,Karnataka,2020,6,41.7,Enriched,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0223,Superleap AI,enterprise AI CRM,pre-Series A / Seed,Bengaluru,Karnataka,2024,2,35.4,Basic,93.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0224,Fire AI (FireAI),AI data infrastructure,pre-seed,Mumbai,Maharashtra,,,20.8,Basic,3.3,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0225,Matter,EV motorcycles,growth-stage,Ahmedabad,Gujarat,,,20.8,Basic,10.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0226,Comet,D2C footwear,Series B,Mumbai,Maharashtra,2023,3,87.5,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0227,Balaji Wafers,consumer/FMCG snacks,mature private company,Rajkot,,,,16.7,Candidate,36.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0228,CleverTap,SaaS/customer engagement,growth-stage,Mumbai,Maharashtra,2013,13,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0229,Drip Capital,fintech/trade finance,Series C,Mumbai,Maharashtra,2016,10,37.5,Basic,100.0,80,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0230,Kissht (OnEMI),fintech lending,Public (IPO May 2026),Mumbai,Maharashtra,2016,10,37.5,Basic,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0231,Lenskart,ecommerce/eyewear,Public (IPO Nov 2025),Gurugram,Haryana,2008,18,39.6,Basic,100.0,80,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0232,Neoble,fintech lending,Seed,Mumbai,Maharashtra,2023,3,37.5,Basic,80.0,60,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0233,QubeHealth Pay (QubeHealth),healthtech payments,Series A,Mumbai,Maharashtra,2019,7,37.5,Basic,66.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0234,Qure.ai,healthtech / AI diagnostics,Series D,Mumbai,Maharashtra,2016,10,35.4,Basic,63.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0235,Greenwave Circularity,cleantech / circular economy / PET recycling,Growth / project-financed,Pune,Maharashtra,2024,2,35.4,Basic,76.7,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0236,Shortgun Games,gaming / PC-console game development,Seed,Mumbai,Maharashtra,2021,5,35.4,Basic,50.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0237,Uolo,edtech / school SaaS / AI learning,Pre-Series B,Gurugram,Haryana,2014,12,47.9,Enriched,40.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0238,AgroStar,agritech / crop inputs,Series E,Pune,Maharashtra,2013,13,97.9,Fully researched,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0239,30 Sundays,travel AI,Series A,Gurugram,Haryana,2024,2,41.7,Enriched,43.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0240,Intellend Technologies Advisors,fintech / embedded lending,seed,Thane,,,,37.5,Basic,63.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0241,Arya.ag (Arya),agritech / post-harvest,Series D,Noida,Uttar Pradesh,2013,13,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0242,Hubilo,enterprise tech / events,growth/private (acquired),Ahmedabad,Gujarat,,,41.7,Enriched,63.3,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0243,ProFound (profound),AI,seed,Bengaluru,Karnataka,,,39.6,Basic,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0244,Renee Cosmetics,d2c/beauty,growth (Series C),Ahmedabad,Gujarat,,,12.5,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0245,Vini Cosmetics (Fogg),d2c/beauty,mature (established FMCG),Ahmedabad,Gujarat,,,6.2,Candidate,10.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0246,Vecton AI,ai (BFSI enterprise),pre-seed,Bengaluru,Karnataka,,,70.8,Deep,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0247,Dialflo,ai / contact centre,pre-seed / first round,Bengaluru,Karnataka,,,12.5,Candidate,26.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0248,Ammunic Systems,defence tech,seed,Bengaluru,Karnataka,,,81.2,Intelligence-grade,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0249,ANS Commerce,enterprise saas,,Bengaluru,Karnataka,,,6.2,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0250,BharatGPT/Hanooman (Reliance+IIT-Bombay),ai/llm consortium,"model launched Mar 2024 (Hanooman, 11 Indian languages)",Mumbai,,,,6.2,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0251,Cellogen Therapeutics,biotech cell/gene,early/clinical,Delhi,,,,12.5,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0252,Morphing Machines,semiconductor cgra,Series A,Bengaluru,,,,16.7,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0253,NeuroPixel.AI,genai fashion ecommerce,,Bengaluru,Karnataka,,,6.2,Candidate,16.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0254,Niro,fintech lending,,Bengaluru,Karnataka,,,8.3,Candidate,16.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0255,Niyo,fintech / travel-fintech,late-stage (Series C+; acquiring RemitX forex assets Sep 2026),Bengaluru,Karnataka,,,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0256,SatSure,spacetech analytics,growth (Series A+; IN-SPACe tech adoption fund selectee 2026),Bengaluru,Karnataka,,,85.4,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0257,Simpl,fintech bnpl,distressed late-stage (RBI halt Sep 2025; ~100 layoffs; collections/ops only),Bengaluru,Karnataka,,,12.5,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0258,VerSe Innovation,media (Josh/Dailyhunt),late-stage unicorn (~$4-5B valuation band; $1.7-1.9B raised per trackers),Bengaluru,Karnataka,,,87.5,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0259,Wow! Momo,foodtech/qsr,"late-stage (Series D+; $150M+ raised; $20M debt raise Jul 2026; FY27 Rs 1,200 cr revenue target)",Kolkata,West Bengal,,,18.8,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0260,ARC,gaming,pre-seed (Rs 10.5 cr Sep 2026),Bengaluru,Karnataka,,,16.7,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0261,InstaAstro,spiritual tech,Series A (Aug 2026),Gurugram,Haryana,,,16.7,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0262,Iztri,homeservices,seed (Rs 10 cr Sep 2026),Bengaluru,Karnataka,,,16.7,Candidate,13.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0263,Qila Games,gaming,pre-seed ($1M),Bengaluru,Karnataka,,,16.7,Candidate,13.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0264,Sasta Sundar,healthtech/e-pharmacy,listed_public,Kolkata,West Bengal,2008,18,29.2,Basic,40.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0265,Astrotalk,consumer services/astrology | spiritual tech,unicorn,Delhi NCR,,2017,9,29.2,Basic,66.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0266,CarDekho (GirnarSoft),auto marketplace,pre_ipo,Jaipur,Rajasthan,2007,19,31.2,Basic,53.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0267,SagarDefence Engineering,defence marine autonomy,series_b,Mumbai,Maharashtra,2015,11,31.2,Basic,30.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
