category,entity,value,population_size,comparison_basis,status,notes
company_tier,S0260,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=16.7"
company_tier,S0261,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=20.0"
company_tier,S0262,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=13.3"
company_tier,S0263,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=13.3"
company_tier,S0264,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=40.0"
company_tier,S0265,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=66.7"
company_tier,S0266,31.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=31.2, sq=53.3"
company_tier,S0267,31.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=31.2, sq=30.0"
company_tier,S0268,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=66.7"
company_tier,S0269,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=30.0"
company_tier,S0270,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=53.3"
company_tier,S0271,31.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=31.2, sq=66.7"
company_tier,S0272,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=20.0"
company_tier,S0273,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=66.7"
company_tier,S0274,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=30.0"
company_tier,S0275,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=16.7"
company_tier,S0276,20.8,368,tier_completeness_score,measured,"Tier=Basic, completeness=20.8, sq=10.0"
company_tier,S0277,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=16.7"
company_tier,S0278,89.6,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=89.6, sq=100.0"
company_tier,S0279,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=20.0"
company_tier,S0280,70.8,368,tier_completeness_score,measured,"Tier=Deep, completeness=70.8, sq=100.0"
company_tier,S0281,14.6,368,tier_completeness_score,measured,"Tier=Candidate, completeness=14.6, sq=16.7"
company_tier,S0282,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=10.0"
company_tier,S0283,87.5,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=87.5, sq=100.0"
company_tier,S0284,43.8,368,tier_completeness_score,measured,"Tier=Enriched, completeness=43.8, sq=100.0"
company_tier,S0285,52.1,368,tier_completeness_score,measured,"Tier=Enriched, completeness=52.1, sq=86.7"
company_tier,S0286,41.7,368,tier_completeness_score,measured,"Tier=Enriched, completeness=41.7, sq=86.7"
company_tier,S0287,45.8,368,tier_completeness_score,measured,"Tier=Enriched, completeness=45.8, sq=86.7"
company_tier,S0288,47.9,368,tier_completeness_score,measured,"Tier=Enriched, completeness=47.9, sq=73.3"
company_tier,S0289,45.8,368,tier_completeness_score,measured,"Tier=Enriched, completeness=45.8, sq=86.7"
company_tier,S0290,87.5,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=87.5, sq=100.0"
company_tier,S0291,45.8,368,tier_completeness_score,measured,"Tier=Enriched, completeness=45.8, sq=86.7"
company_tier,S0292,50.0,368,tier_completeness_score,measured,"Tier=Enriched, completeness=50.0, sq=100.0"
company_tier,S0293,52.1,368,tier_completeness_score,measured,"Tier=Enriched, completeness=52.1, sq=86.7"
company_tier,S0294,10.4,368,tier_completeness_score,measured,"Tier=Candidate, completeness=10.4, sq=6.7"
company_tier,S0295,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=20.0"
company_tier,S0296,79.2,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=79.2, sq=100.0"
company_tier,S0297,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=100.0"
company_tier,S0298,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=20.0"
company_tier,S0299,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=10.0"
company_tier,S0300,12.5,368,tier_completeness_score,measured,"Tier=Candidate, completeness=12.5, sq=20.0"
company_tier,S0301,22.9,368,tier_completeness_score,measured,"Tier=Basic, completeness=22.9, sq=20.0"
company_tier,S0302,12.5,368,tier_completeness_score,measured,"Tier=Candidate, completeness=12.5, sq=10.0"
company_tier,S0303,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=20.0"
company_tier,S0304,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=66.7"
company_tier,S0305,70.8,368,tier_completeness_score,measured,"Tier=Deep, completeness=70.8, sq=66.7"
company_tier,S0306,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=20.0"
company_tier,S0307,68.8,368,tier_completeness_score,measured,"Tier=Deep, completeness=68.8, sq=80.0"
company_tier,S0308,14.6,368,tier_completeness_score,measured,"Tier=Candidate, completeness=14.6, sq=66.7"
company_tier,S0309,77.1,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=77.1, sq=100.0"
company_tier,S0310,79.2,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=79.2, sq=100.0"
company_tier,S0311,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=33.3"
company_tier,S0312,20.8,368,tier_completeness_score,measured,"Tier=Basic, completeness=20.8, sq=16.7"
company_tier,S0313,20.8,368,tier_completeness_score,measured,"Tier=Basic, completeness=20.8, sq=20.0"
company_tier,S0314,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=50.0"
company_tier,S0315,20.8,368,tier_completeness_score,measured,"Tier=Basic, completeness=20.8, sq=50.0"
company_tier,S0316,89.6,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=89.6, sq=100.0"
company_tier,S0317,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=16.7"
company_tier,S0318,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=13.3"
company_tier,S0319,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=60.0"
company_tier,S0320,83.3,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=83.3, sq=100.0"
company_tier,S0321,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=60.0"
company_tier,S0322,83.3,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=83.3, sq=100.0"
company_tier,S0323,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=40.0"
company_tier,S0324,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=20.0"
company_tier,S0325,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=60.0"
company_tier,S0326,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=40.0"
company_tier,S0327,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=20.0"
company_tier,S0328,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=40.0"
company_tier,S0329,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=16.7"
company_tier,S0330,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=40.0"
company_tier,S0331,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=40.0"
company_tier,S0332,33.3,368,tier_completeness_score,measured,"Tier=Basic, completeness=33.3, sq=80.0"
company_tier,S0333,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=30.0"
company_tier,S0334,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=100.0"
company_tier,S0335,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=20.0"
company_tier,S0336,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=10.0"
company_tier,S0337,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=20.0"
company_tier,S0338,31.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=31.2, sq=50.0"
company_tier,S0339,35.4,368,tier_completeness_score,measured,"Tier=Basic, completeness=35.4, sq=50.0"
company_tier,S0340,37.5,368,tier_completeness_score,measured,"Tier=Basic, completeness=37.5, sq=100.0"
company_tier,S0341,33.3,368,tier_completeness_score,measured,"Tier=Basic, completeness=33.3, sq=50.0"
company_tier,S0342,6.2,368,tier_completeness_score,measured,"Tier=Candidate, completeness=6.2, sq=20.0"
company_tier,S0343,22.9,368,tier_completeness_score,measured,"Tier=Basic, completeness=22.9, sq=70.0"
company_tier,S0344,20.8,368,tier_completeness_score,measured,"Tier=Basic, completeness=20.8, sq=70.0"
company_tier,S0345,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=60.0"
company_tier,S0346,14.6,368,tier_completeness_score,measured,"Tier=Candidate, completeness=14.6, sq=50.0"
company_tier,S0347,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=80.0"
company_tier,S0348,16.7,368,tier_completeness_score,measured,"Tier=Candidate, completeness=16.7, sq=100.0"
company_tier,S0349,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=80.0"
company_tier,S0350,22.9,368,tier_completeness_score,measured,"Tier=Basic, completeness=22.9, sq=86.7"
company_tier,S0351,22.9,368,tier_completeness_score,measured,"Tier=Basic, completeness=22.9, sq=86.7"
company_tier,S0352,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=100.0"
company_tier,S0353,20.8,368,tier_completeness_score,measured,"Tier=Basic, completeness=20.8, sq=100.0"
company_tier,S0354,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=73.3"
company_tier,S0355,31.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=31.2, sq=83.3"
company_tier,S0356,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=26.7"
company_tier,S0357,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=100.0"
company_tier,S0358,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=33.3"
company_tier,S0359,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=100.0"
company_tier,S0360,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=36.7"
company_tier,S0361,29.2,368,tier_completeness_score,measured,"Tier=Basic, completeness=29.2, sq=56.7"
company_tier,S0362,8.3,368,tier_completeness_score,measured,"Tier=Candidate, completeness=8.3, sq=36.7"
company_tier,S0363,27.1,368,tier_completeness_score,measured,"Tier=Basic, completeness=27.1, sq=100.0"
company_tier,S0364,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=70.0"
company_tier,S0365,18.8,368,tier_completeness_score,measured,"Tier=Candidate, completeness=18.8, sq=86.7"
company_tier,S0366,25.0,368,tier_completeness_score,measured,"Tier=Basic, completeness=25.0, sq=90.0"
company_tier,S0367,81.2,368,tier_completeness_score,measured,"Tier=Intelligence-grade, completeness=81.2, sq=100.0"
company_tier,S0368,60.4,368,tier_completeness_score,measured,"Tier=Deep, completeness=60.4, sq=100.0"
tier_aggregate,Basic,89,368,count_in_universe,computed,"Research maturity tier counts (measured, not padded)"
tier_aggregate,Candidate,56,368,count_in_universe,computed,"Research maturity tier counts (measured, not padded)"
tier_aggregate,Deep,33,368,count_in_universe,computed,"Research maturity tier counts (measured, not padded)"
tier_aggregate,Enriched,79,368,count_in_universe,computed,"Research maturity tier counts (measured, not padded)"
tier_aggregate,Fully researched,49,368,count_in_universe,computed,"Research maturity tier counts (measured, not padded)"
tier_aggregate,Intelligence-grade,62,368,count_in_universe,computed,"Research maturity tier counts (measured, not padded)"
city_completeness,Ahmedabad,34.3,9,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Bengaluru,58.9,153,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,"Bengaluru, Karnataka",94.5,3,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Chandigarh,34.3,2,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Chennai,39.1,9,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Chennai / Palo Alto,50.0,1,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Delhi,44.3,4,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Delhi NCR,37.7,10,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Erode / Perundurai,18.8,1,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Greater Noida,89.6,1,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Gurgaon,29.2,1,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Gurugram,48.2,40,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Hyderabad,37.3,12,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Indore,27.1,2,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
city_completeness,Jaipur,12.5,6,tracked companies,computed,COMPLETE: sample-size shown (tracked universe only); no fabricated figures.
audit_note,audit,329,368,audit_issues_from_PartA,open/corrected,PART A audit: 329 issues found; 0 CRITICAL after review; MEDIUM open items mainly date/placeholders and DERIVED text in funding field; all preserved conflict tasks documented. Intelligence layer built on audited base. No new claims invented. No best-company ranking.
