company_name,canonical_key,all_names,city,state,sector_guess,stage_guess,funding_musd_hint,valuation_musd_hint,founders_hint,status_hint,why_notable,freq,discovery_urls,sources_files,priority_score,startup_id
Kinara AI,kinara ai,Kinara AI,Bengaluru,Karnataka,edge-ai chips,acquired,307.0,307.0,,ACQUIRED — sold to NXP Semiconductors for $307M (2025-26),"EVENT: NXP acquisition $307M, edge-AI chips",1,https://startupfeed.in/startup-ma-boom-india-strategic-exits-2026/,d3_events_recency.json,67.0,S0069
Navi,navi,Navi;Navi (Navi Technologies),Bengaluru,Karnataka,fintech,growth,100.0,0.0,Sachin Bansal,ACTIVE — $100M first institutional round from Prosus Aug 2026,"EVENT: $100M Prosus investment (Aug 2026), first institutional round",2,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429;http://inc42.com/buzz/from-navi-to-bookmyshow-indian-startups-raised-over-233-mn-this-week,d3_events_recency.json,67.0,S0070
Ninjacart,ninjacart,Ninjacart,Bengaluru,Karnataka,agritech supply chain,late,371.0,815.0,,active,Walmart-backed; EBITDA profitable; IPO-track,1,https://economictimes.indiatimes.com/topic/agritech-startups,d2_sectors.json,67.0,S0071
Pine Labs,pine labs,Pine Labs,Delhi NCR,Delhi,fintech/pos,Late/pre-IPO,200.0,3500.0,,Private,POS fintech; IPO track,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,67.0,S0072
River Mobility,river mobility,River Mobility,Bengaluru,Karnataka,ev two-wheeler,Series C,120.0,0.0,Aravind Mani,ACTIVE — $120M Series C Aug 5 2026 led Elev8 + Claypond; ~85-90% equity; total ~$144-190M; 50k+ scooters sold,"EVENT: $120M Series C (Aug 5 2026), largest August round; new greenfield factory",1,https://techcrunch.com/2026/08/05/indian-ev-two-wheeler-startup-river-raises-120m-after-scaling-with-one-model/,d3_events_recency.json,67.0,S0073
Rocketlane,rocketlane,Rocketlane,Bengaluru,Karnataka,saas,Growth,60.0,0.0,,Private,Enterprise SaaS raise Q1 2026,1,https://entrackr.com/report/quarterly-funding-report/indian-startup-funding-climbs-to-nearly-4-bn-in-q1-2026-powered-by-neysa-and-early-stage-deals-11445029,d1_hubs_unicorns.json,67.0,S0074
Ultrahuman,ultrahuman,Ultrahuman,Bengaluru,Karnataka,healthtech / wearables,growth,70.0,0.0,"Mohit Kumar, Vatsal Singhal","ACTIVE — $70M round Sep 2026 led Qualcomm Ventures; investors Labcorp, Alpha Wave, Blume, Nexus","EVENT: $70M raise (Sep 2026), smart ring Ring AIR health computer",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,67.0,S0075
Third Wave Coffee,third wave coffee,Third Wave Coffee,Bengaluru,Karnataka,f&b / coffee chain,growth,43.0,0.0,,ACTIVE — Rs 408cr Aug 2026 led WestBridge,"EVENT: Rs 408cr round (Aug 2026), coffee chain",1,https://entrackr.com/report/weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-24-aug-29-12451075,d3_events_recency.json,66.7,S0076
Celcius Logistics,celcius logistics,Celcius Logistics,Mumbai,Maharashtra,logistics cold chain,Series B,30.0,0.0,Swarup Bose,active,Eurazeo + Omnivore co-led,1,https://indianstartupnews.com/funding/navi-mumbai-based-cold-chain-logistics-startup-celcius-logistics-raises-rs-250-crore-in-funding-9040667,d2_sectors.json,66.4,S0077
Square Yards,square yards,Square Yards,Gurugram,Haryana,proptech | proptech brokerage,Unicorn,95.0,1000.0,"Tanuj Shori, Kanika Gupta",ACTIVE UNICORN — ~$95M Series C Jun 23 2026 at ~$1B | Private | active,2026 unicorn; proptech momentum,3,https://blog.privatecircle.co/who-joined-indias-unicorn-club-january-june-2026/;https://entrackr.com/report/after-2024-revival-indian-proptech-raises-550-mn-in-2025-amid-full-stack-shift-and-ipo-wave-11069442;https://eqmint.com/indian-unicorns-2026-list/,d1_hubs_unicorns.json;d2_sectors.json;d3_events_recency.json,66.0,S0078
Wint Wealth,wint wealth,Wint Wealth,Mumbai,Maharashtra,fintech wealthtech,Series B,27.7,0.0,,active,Wealthtech Series B; Vertex-led,1,https://inc42.com/buzz/from-pee-safe-to-etherealx-indian-startups-raised-269-mn-this-week/,d2_sectors.json,65.9,S0079
Airbound,airbound,Airbound,Bengaluru,Karnataka,aerospace / aviation,Series A,37.0,0.0,,"ACTIVE — $37M Series A Aug 2026 led Greenoaks; DoorDash, Lightspeed participated","EVENT: $37M Series A (Aug 2026) led Greenoaks, aerospace",1,https://entrackr.com/report/weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-24-aug-29-12451075,d3_events_recency.json,65.7,S0080
Ati Motors,ati motors,Ati Motors,Bengaluru,Karnataka,robotics amr,Series B,35.5,0.0,"Saurabh Chandra, Vinay Vinayak (known)",active,Autonomous material handling,1,https://tracxn.com/d/explore/robotics-industry-applications-startups-in-india/__2TesP41aYh1bEp-zpz2SJUitRkeraFUkZqrKotTF1dA,d2_sectors.json,65.4,S0081
Sapiom,sapiom,Sapiom,Bengaluru,Karnataka,ai infra agentic,Series A,35.0,0.0,,active,AI agent infra Series A,1,https://platform.tracxn.com/a/d/company/6895db3bf8267c29c005fc25/sapiom?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,65.3,S0082
boAt,boat,boAt,Delhi NCR,Delhi,consumer electronics | d2c/electronics,Unicorn,245.0,1500.0,,PRE-IPO — updated DRHP filed; Rs 500cr fresh + Rs 1000cr OFS; 2nd attempt | Private,Audio wearables unicorn,2,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html;https://startupfeed.in/indian-startup-ipo-tracker-2026-drhp-sebi-pipeline/,d1_hubs_unicorns.json;d3_events_recency.json,65.0,S0083
MobiKwik,mobikwik,MobiKwik,Gurugram,Haryana,fintech,Public,160.0,1000.0,,IPO 2024,Fintech IPO,1,https://www.failory.com/startups/gurgaon,d1_hubs_unicorns.json,65.0,S0084
OfBusiness,ofbusiness,OfBusiness,Gurugram,Haryana,b2b/supply-chain finance,Unicorn,210.0,5000.0,,Private,B2B supply-chain unicorn,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,65.0,S0085
Pristyn Care,pristyn care,Pristyn Care,Gurugram,Haryana,healthtech,Unicorn,181.0,1400.0,,Private,Surgery healthtech unicorn,1,https://www.failory.com/startups/gurgaon,d1_hubs_unicorns.json,65.0,S0086
Swish,swish,Swish,Bengaluru,Karnataka,foodtech / quick delivery | foodtech/10-min delivery,Early growth,78.0,175.0,"Aniket Shah, Ujjwal Sukheja, Saran S.",ACTIVE — $24M round Sep 10 2026 led Bertelsmann India; post-money ~$175M; 10-min food delivery | Private,10-min fresh-food; 4 rounds in <2yrs,2,https://startupfox.in/article/swish-raises-24m-for-10-minute-food-a-category-swiggy-and-zepto-backed-away-from;https://startuptalky.com/news/daily-indian-funding-roundup-key-news-10-september-2026/,d1_hubs_unicorns.json;d3_events_recency.json,65.0,S0087
Hang Ten Systems,hang ten systems,Hang Ten Systems,Bengaluru,Karnataka,ai,early,32.0,0.0,Vishal Sikka,active,Vishal Sikka AI startup,1,https://m.economictimes.com/tech/funding/india-tech-funding-rises-12-to-7-2-billion-in-h1-2026-report/articleshow/131989035.cms,d2_sectors.json,64.8,S0088
Moonrider,moonrider,Moonrider,Bengaluru,Karnataka,agri/ev tractors | ev tractor,raising,20.0,0.0,,Private | active,Electric tractors,2,https://inc42.com/startups/2025-in-review-the-best-of-inc42s-30-startups-to-watch/;https://m.economictimes.com/tech/startups/ev-infra-bets-gain-ground-as-startups-eye-65-million-funding/amp_articleshow/131997714.cms,d1_hubs_unicorns.json;d2_sectors.json,64.8,S0089
Toddle,toddle,Toddle,Bengaluru,Karnataka,edtech saas,Series A,29.6,0.0,,active,IB curriculum SaaS,1,https://tracxn.com/d/explore/k-12-edtech-startups-in-india/__O_iZ1Gg-3BLMMpJWwFuUCQt6IqZuoIuTXbodzLf-L-I,d2_sectors.json,64.3,S0090
Inito,inito,Inito,Bengaluru,Karnataka,healthtech diagnostics,Series B,29.0,0.0,"Aayush Rai, Varun AV (known)",active,Fertility diagnostics Bertelsmann-led,1,https://inc42.com/buzz/from-fibe-to-smart-joules-indian-startups-raised-127-mn-this-week/,d2_sectors.json,64.2,S0091
Akasa Air,akasa air,Akasa Air,Mumbai,Maharashtra,aviation,Series B,188.0,0.0,Vinay Dube (known),active,Premji-led Series B airline,1,https://tracxn.com/d/explore/travel-and-hospitality-startups-in-india/__LJyx-beGm1rsIfmGFKv8Krqbp-4UFfUfoBxb9q4aHN0,d2_sectors.json,64.0,S0092
EatClub (BOX8),eatclub box8,EatClub (BOX8),Mumbai,Maharashtra,foodtech cloud kitchen,Series D,97.7,0.0,"Amit Raj, Anshul Gupta (known)",active,Mayfield/360 One Series D,1,https://tracxn.com/d/explore/food-tech-startups-in-india/__hYALrd65VZ0rRY2HsoIe6SQeFMlzMd_8sonNIMG-07s/companies,d2_sectors.json,64.0,S0093
Eruditus,eruditus,Eruditus,Mumbai,Maharashtra,edtech/exec education,Unicorn,150.0,0.0,,Private,Edtech debt mega-deal 2025,1,https://entrackr.com/report/annual-funding-report/indian-startup-funding-drops-10-to-13-bn-in-2025-but-ipo-count-hits-record-18-10958045,d1_hubs_unicorns.json,64.0,S0094
Innovist,innovist,Innovist,Mumbai,Maharashtra,d2c beauty,acquired,350.0,350.0,"Rohit Chawla, Sifat Khurana, Vimal Bhola",ACQUIRED — majority stake by L'Oreal Jun 18 2026 at $350-450M; India's largest D2C deal,"EVENT: L'Oreal majority acquisition Jun 2026 ($350-450M), largest D2C deal",1,https://startupfeed.in/startup-ma-boom-india-strategic-exits-2026/,d3_events_recency.json,64.0,S0095
Leap (LeapScholar),leap leapscholar,Leap (LeapScholar),Mumbai,Maharashtra,edtech study-abroad,growth,65.0,0.0,"Arnav Kumar, Vaibhav Singh (known)",active,Study-abroad round,1,https://m.economictimes.com/tech/startups/driven-by-ai-edtech-funding-rebounds-with-5x-surge-in-h1-2025/articleshow/123884905.cms,d2_sectors.json,64.0,S0096
Nazara Technologies,nazara technologies,Nazara Technologies,Mumbai,Maharashtra,gaming diversified,public,128.0,0.0,Nitish Mittersain (known),public,Only listed gaming co; LVL Zero incubator,1,https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo,d2_sectors.json,64.0,S0097
Neo (Neo Wealth),neo neo wealth,Neo (Neo Wealth),Mumbai,Maharashtra,wealthtech,growth,112.0,0.0,Nitin Jain (known),active,Top-funded wealthtech 2024-25,1,https://entrackr.com/report/indias-wealthtech-funding-climbs-to-634-mn-in-202425-10954686,d2_sectors.json,64.0,S0098
Stellapps,stellapps,Stellapps,Bengaluru,Karnataka,agritech dairy,growth,26.0,0.0,,active,Dairy IoT,1,https://www.thehindubusinessline.com/economy/agri-business/agritech-funding-sees-a-rebound-in-2024-poised-for-further-growth-in-2025-article68966115.ece,d2_sectors.json,63.5,S0099
Purple Style Labs,purple style labs,Purple Style Labs,Mumbai,Maharashtra,d2c luxury fashion,growth,40.0,0.0,Abhishek Agarwal,active,Luxury fashion platform,1,https://www.entrepreneurindia.com/blog/en/news/these-8-d2c-brands-dominated-vc-funding-in-2025.58574,d2_sectors.json,63.2,S0100
Zypp Electric,zypp electric,Zypp Electric,Bengaluru,Karnataka,ev fleet,growth,25.0,0.0,"Akash Gupta, Rashi Agarwal (known)",active,EV-as-a-service last-mile,1,https://techcrunch.com/2023/02/08/zypp-electric-funding-gogoro/,d2_sectors.json,63.2,S0101
Business Nextgen Finance,business nextgen finance,Business Nextgen Finance,Bengaluru,Karnataka,fintech nbfc,early,23.0,0.0,,"ACTIVE — Rs 215cr Sep 2026 from Beams, Baring PE India, Saison, UNLEASH","EVENT: Rs 215cr round (Sep 2026), new-age NBFC",1,https://yourstory.com/2026/09/weekly-funding-roundup-aug-29-sept-4-marginal-dip-in-fund-inflow,d3_events_recency.json,62.7,S0102
EtherealX (Ethereal Exploration),etherealx ethereal exploration,EtherealX (Ethereal Exploration),Bengaluru,Karnataka,spacetech launch,Series A,21.0,0.0,,active,Reusable launch vehicles,1,https://www.business-standard.com/companies/start-ups/india-s-spacetech-startups-raise-871-million-as-private-sector-takes-off-126072801130_1.html,d2_sectors.json,62.1,S0103
QNu Labs,qnu labs,QNu Labs,Bengaluru,Karnataka,cybersecurity / quantum,Series A1,21.0,0.0,,ACTIVE — Rs 200cr Series A1 Sep 2026 co-led National Quantum Mission + Speciale Invest,"EVENT: Rs 200cr Series A1 (Sep 2026), quantum cybersecurity",1,https://yourstory.com/2026/09/weekly-funding-roundup-sept-5-11-vc-inflow-doubles-this-week,d3_events_recency.json,62.1,S0104
Ultraviolette,ultraviolette,Ultraviolette,Bengaluru,Karnataka,ev motorcycles,strategic,21.0,0.0,"Narayan Subramaniam, Niraj Rajmohan (known)",active,Premium e-motorcycles,1,https://www.tice.news/tice-trending/indias-startup-funding-surges-38-healthtech-ai-and-ipo-momentum-lead-the-charge-9665928,d2_sectors.json,62.1,S0105
Curefoods,curefoods,Curefoods,Bengaluru,Karnataka,foodtech cloud kitchen,Series D,175.0,0.0,Ankit Nagori (known),active,Multi-brand cloud kitchens,1,https://tracxn.com/d/explore/food-tech-startups-in-india/__hYALrd65VZ0rRY2HsoIe6SQeFMlzMd_8sonNIMG-07s/companies,d2_sectors.json,62.0,S0106
Dezerv,dezerv,Dezerv,Bengaluru,Karnataka,wealthtech,Series C,72.0,0.0,"Sandeep Jethwani, Sahil Contractor, Vaibhav Porwal (known)",active,Premji+Accel; Rs 66Cr FY25 revenue,1,https://entrackr.com/report/indias-wealthtech-funding-climbs-to-634-mn-in-202425-10954686,d2_sectors.json,62.0,S0107
Edubuk,edubuk,Edubuk,Bengaluru,Karnataka,edtech courses,growth,50.0,0.0,,active,Largest H1 2026 edtech round,1,https://www.livemint.com/industry/edtech-funding-revival-byjus-fall-investor-confidence/amp-11781695145510.html,d2_sectors.json,62.0,S0108
EloElo,eloelo,EloElo,Bengaluru,Karnataka,gaming livestream,Series B,51.0,0.0,,active,Play Ventures-led Series B,1,https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo,d2_sectors.json,62.0,S0109
GIVA,giva,GIVA,Bengaluru,Karnataka,d2c jewellery,Series C,61.5,0.0,"Ishendra Agarwal, Nikita Prasad",active,Creaegis-led; 240+ stores,1,https://www.entrepreneurindia.com/blog/en/news/these-8-d2c-brands-dominated-vc-funding-in-2025.58574,d2_sectors.json,62.0,S0110
Impetus Technologies,impetus technologies,Impetus Technologies,Bengaluru,Karnataka,enterprise/data,Growth,350.0,0.0,,Private,#2 growth deal 2025 (InMobi $350M secondary adjacent),1,https://entrackr.com/report/annual-funding-report/indian-startup-funding-drops-10-to-13-bn-in-2025-but-ipo-count-hits-record-18-10958045,d1_hubs_unicorns.json,62.0,S0111
Moglix,moglix,Moglix,Delhi NCR,Delhi,b2b industrial ecommerce,Unicorn,250.0,2600.0,,Private,Industrial B2B unicorn,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,62.0,S0112
MPL (Mobile Premier League),mpl mobile premier league,MPL (Mobile Premier League);Mobile Premier League,Bengaluru,Karnataka,gaming,Series E,396.0,0.0,"Sai Srinivas, Shubh Malhotra (known)",active,Top-2 gaming India,2,https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo/companies;https://inc42.com/features/indian-startup-layoff-tracker-2025/,d2_sectors.json,62.0,S0113
PhysicsWallah,physicswallah,PhysicsWallah,Delhi NCR,Delhi,edtech,Late/IPO phase,250.0,2800.0,"Alakh Pandey, Prateek Maheshwari",Private,Low-cost edtech; IPO phase,1,https://www.businessoutreach.in/most-valuable-startups-in-india/,d1_hubs_unicorns.json,62.0,S0114
Popo Global,popo global,Popo Global,Bengaluru,Karnataka,foodtech / restaurants,growth,56.0,0.0,,"ACTIVE — $56M (Rs 532cr) from Artal Asia Sep 2026, first external institutional round","EVENT: $55.66M investment Sep 2026, bootstrapped restaurant chain first external round",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-sep-07-sep-12-12523070,d3_events_recency.json,62.0,S0115
Shadowfax,shadowfax,Shadowfax,Bengaluru,Karnataka,logistics,Series F / IPO-track,200.0,712.0,"Abhishek Bansal, Vaibhav Khandelwal (known)",active,IPO-bound; Rs 1885Cr FY24 revenue,1,https://indianstartupnews.com/funding/ipo-bound-logistics-startups-shadowfax-raises-rs-34-crore-in-funding-8690306,d2_sectors.json,62.0,S0116
Smallcase,smallcase,Smallcase,Bengaluru,Karnataka,wealthtech,Series D,50.0,0.0,"Vasanth Kamath, Anugrah Shrivastava, Rohan Gupta (known)",active,Elev8-led Series D,1,https://entrackr.com/report/indias-wealthtech-funding-climbs-to-634-mn-in-202425-10954686,d2_sectors.json,62.0,S0117
StockGro,stockgro,StockGro,Bengaluru,Karnataka,wealthtech social investing,growth,60.0,0.0,Ajay Lakhotia (known),active,Social investing + advisory,1,https://entrackr.com/report/indias-wealthtech-funding-climbs-to-634-mn-in-202425-10954686,d2_sectors.json,62.0,S0118
Yulu,yulu,Yulu,Bengaluru,Karnataka,mobility / ev,growth,93.0,0.0,,ACTIVE — $93M raised Aug 2026 (per Entrackr monthly),"EVENT: $93M round (Aug 2026), shared EV mobility",1,https://entrackr.com/report/indian-startup-funding-nears-1-bn-in-august-after-july-slowdown-12479185,d3_events_recency.json,62.0,S0119
Zenoti,zenoti,Zenoti,Hyderabad,Telangana,beauty-tech saas,Unicorn,220.0,1500.0,,Private,Hyderabad SaaS unicorn,1,https://inc42.com/lists/top-30-funded-startups-in-hyderabad-2026/,d1_hubs_unicorns.json,62.0,S0120
Exxat,exxat,Exxat,Bengaluru,Karnataka,edtech,growth,45.0,0.0,,active,Top-3 H1 2026 edtech,1,https://www.livemint.com/industry/edtech-funding-revival-byjus-fall-investor-confidence/amp-11781695145510.html,d2_sectors.json,61.9,S0121
Bellatrix Aerospace,bellatrix aerospace,Bellatrix Aerospace,Bengaluru,Karnataka,spacetech propulsion,Series A,20.0,0.0,"Rohan M Ganapathy, Yashas Karanam (known)",active,Green propulsion,1,https://www.business-standard.com/companies/start-ups/india-s-spacetech-startups-raise-871-million-as-private-sector-takes-off-126072801130_1.html,d2_sectors.json,61.8,S0122
Foxtale,foxtale,Foxtale,Mumbai,Maharashtra,d2c beauty,Series B,30.0,0.0,Romita Mazumdar,active,Panthera-led beauty round,1,https://www.entrepreneurindia.com/blog/en/news/these-8-d2c-brands-dominated-vc-funding-in-2025.58574,d2_sectors.json,61.4,S0123
GalaxEye,galaxeye,GalaxEye,Bengaluru,Karnataka,spacetech eo,Series A,18.8,0.0,,active,SAR+optical imagery,1,https://tracxn.com/d/explore/space-tech-startups-in-india/__1kQLwwvU3y5lRqJwoFJ4obrutrk8Crfwz-bDqAIoNAI/companies,d2_sectors.json,61.4,S0124
HerSpace Manufacturing,herspace manufacturing,HerSpace Manufacturing,Bengaluru,Karnataka,proptech / workforce housing,growth,40.0,0.0,,ACTIVE — $40M commitment from Gray Matters Capital Sep 2026 (total backing $50M),"EVENT: $40M commitment Sep 2026, workforce accommodation",1,https://yourstory.com/2026/09/weekly-funding-roundup-sept-5-11-vc-inflow-doubles-this-week,d3_events_recency.json,61.2,S0125
Snitch,snitch,Snitch,Bengaluru,Karnataka,d2c fashion,Series B,40.0,300.0,Siddharth Dungarwal,active,360 ONE-led Series B,1,https://www.entrepreneurindia.com/blog/en/news/these-8-d2c-brands-dominated-vc-funding-in-2025.58574,d2_sectors.json,61.2,S0126
OneCard (FPL Technologies),onecard fpl technologies,OneCard (FPL Technologies),Pune,Maharashtra,fintech/credit cards,Unicorn,262.0,1270.0,"Anurag Sinha, Vibhav Hathi, Rupesh Kumar",Private,Pune fintech unicorn; RBI onboarding freeze,1,https://news-today.press/news/exclusive-onecard-to-raise-rs-72-cr-in-its-ongoing-series-d-round-led-by-peak-xv/,d1_hubs_unicorns.json,61.0,S0127
Rezolv,rezolv,Rezolv;Rezolv AI,Mumbai,Maharashtra,fintech,Series A,12.5,0.0,,ACTIVE — $12.5M Series A Aug 2026 led Norwest,"EVENT: $12.5M Series A (Aug 2026), fintech",2,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429;https://aistartupimpact.com/india-ai,d3_events_recency.json,61.0,S0128
JustAI,justai,JustAI,Bengaluru,Karnataka,ai marketing saas,early,17.0,0.0,,active,Marketing platform raise,1,https://m.economictimes.com/tech/funding/india-tech-funding-rises-12-to-7-2-billion-in-h1-2026-report/articleshow/131989035.cms,d2_sectors.json,60.8,S0129
BGauss,bgauss,BGauss,Mumbai,Maharashtra,ev two-wheeler,Series D,11.6,0.0,,ACTIVE — Rs 110cr Series D Aug 2026,"EVENT: Rs 110cr Series D (Aug 2026), e-2W",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429,d3_events_recency.json,60.5,S0130
Emo Energy,emo energy,Emo Energy,Bengaluru,Karnataka,ev battery fast-charge,raising,16.0,0.0,,active,Fast-charge 2W batteries,1,https://m.economictimes.com/tech/startups/ev-infra-bets-gain-ground-as-startups-eye-65-million-funding/amp_articleshow/131997714.cms,d2_sectors.json,60.5,S0131
Baaz Bikes,baaz bikes,Baaz Bikes,Bengaluru,Karnataka,ev mobility,raising,15.0,0.0,Anubhav Sharma (known),active,Rakuten/Kalaari-backed,1,https://m.economictimes.com/tech/startups/ev-infra-bets-gain-ground-as-startups-eye-65-million-funding/amp_articleshow/131997714.cms,d2_sectors.json,60.1,S0132
Piston,piston,Piston,Bengaluru,Karnataka,fintech / payments,Series A,15.0,0.0,,"ACTIVE — $15M Series A Sep 10 2026 led FPV Ventures; cardless fuel payments (US ops, Indian founders)","EVENT: $15M Series A (Sep 10 2026), cardless fleet payments",1,https://startuptalky.com/news/daily-indian-funding-roundup-key-news-10-september-2026/,d3_events_recency.json,60.1,S0133
Chargebee,chargebee,Chargebee,Chennai,Tamil Nadu,saas/billing,Unicorn,185.0,3500.0,,Private,Chennai SaaS unicorn,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,60.0,S0134
Delhivery,delhivery,Delhivery,Gurugram,Haryana,logistics,Public,400.0,4500.0,,IPO,Logistics unicorn,1,https://growthlist.co/delhi-ncr-startups/,d1_hubs_unicorns.json,60.0,S0135
Erisha E Mobility,erisha e mobility,Erisha E Mobility,Delhi NCR,Delhi,auto/ev | ev,Growth,1000.0,0.0,,Private | active,Largest $100M+ round 2025,2,https://m.economictimes.com/tech/funding/indias-climate-tech-funding-reaches-12-8-billion-across-1583-startups-17-years/amp_articleshow/131591378.cms;https://tracxn.com/d/insights/market-reports/india-tech-annual-funding-report-2025/__pvsyFahv-Ilo6lB2JbwcePNNWOdgWGMsVyntzEVDIn0,d1_hubs_unicorns.json;d2_sectors.json,60.0,S0136
Freshworks,freshworks,Freshworks,Chennai,Tamil Nadu,saas,Public,285.0,3200.0,,Public,Chennai SaaS anchor,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,60.0,S0137
OYO,oyo,OYO;OYO (PRISM),Gurugram,Haryana,hospitality/travel-tech,Late private/IPO-bound,2000.0,9000.0,Ritesh Agarwal,Private,#2 most valuable; IPO-bound,2,https://www.businessoutreach.in/most-valuable-startups-in-india/;https://startupfeed.in/indian-startup-ipo-tracker-2026-drhp-sebi-pipeline/,d1_hubs_unicorns.json,60.0,S0138
Policybazaar,policybazaar,Policybazaar,Gurugram,Haryana,insurtech,Public,280.0,9700.0,,IPO 2021,Insurtech anchor,1,https://growthlist.co/delhi-ncr-startups/,d1_hubs_unicorns.json,60.0,S0139
Uniphore,uniphore,Uniphore,Chennai,Tamil Nadu,conversational ai,Unicorn,260.0,2500.0,,Private,Top-5 growth deal 2025,1,https://entrackr.com/report/annual-funding-report/indian-startup-funding-drops-10-to-13-bn-in-2025-but-ipo-count-hits-record-18-10958045,d1_hubs_unicorns.json,60.0,S0140
Urban Company,urban company,Urban Company,Gurugram,Haryana,home services,IPO,250.0,2100.0,,IPO 2025,Home-services IPO 2025,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,60.0,S0141
Zomato,zomato,Zomato,Gurugram,Haryana,foodtech,Public,4590.0,30000.0,Deepinder Goyal,IPO 2021,NCR anchor; Blinkit owner,1,https://growthlist.co/delhi-ncr-startups/,d1_hubs_unicorns.json,60.0,S0142
Emversity,emversity,Emversity,Bengaluru,Karnataka,edtech skilling,Series A,30.0,0.0,,active,Premji Invest-led Series A,1,https://inc42.com/buzz/from-pee-safe-to-etherealx-indian-startups-raised-269-mn-this-week/,d2_sectors.json,59.4,S0143
KGeN (Kratos Gamer Network),kgen kratos gamer network,KGeN (Kratos Gamer Network),Bengaluru,Karnataka,gaming community,growth,30.0,500.0,Manish Agarwal,active,Decentralized gamer network,1,https://pressinsider.com/gaming-startups-that-are-unlocking-new-levels-as-they-soar-ahead,d2_sectors.json,59.4,S0144
Seekho,seekho,Seekho,Bengaluru,Karnataka,edtech short-form,early,28.0,0.0,,active,Short-form learning,1,https://m.economictimes.com/tech/startups/driven-by-ai-edtech-funding-rebounds-with-5x-surge-in-h1-2025/articleshow/123884905.cms,d2_sectors.json,58.9,S0145
Avammune Therapeutics,avammune therapeutics,Avammune Therapeutics,Bengaluru,Karnataka,biotech therapeutics,Series A,12.0,0.0,,active,Therapeutics Series A,1,https://www.techinasia.com/news/indian-healthtech-startup-avammune-nets-12m-series-a,d2_sectors.json,58.7,S0146
HexaHealth,hexahealth,HexaHealth,Bengaluru,Karnataka,healthtech surgical care,early,12.0,0.0,,active,Surgical care ecosystem,1,https://medicalbuyer.co.in/indias-healthtech-sector-raises-usd-9-9-billion-in-2025,d2_sectors.json,58.7,S0147
Escape Plan (travel gear),escape plan travel gear,Escape Plan (travel gear),Bengaluru,Karnataka,d2c travel,Series A,25.0,0.0,,active,INR 300Cr ARR; HRX line,1,https://foundersday.co/india-startup-funding-for-series-a-deals/india-d2c-startups-series-a?7b395273_page=4,d2_sectors.json,58.2,S0148
Lendingkart,lendingkart,Lendingkart,Ahmedabad,Gujarat,fintech/sme lending,Late,382.5,1400.0,Harshvardhan Lunia,Private,Ahmedabad marquee fintech,1,https://inc42.com/lists/top-30-funded-startups-in-ahmedabad-2026/,d1_hubs_unicorns.json,58.0,S0149
PB Healthcare,pb healthcare,PB Healthcare,Gurugram,Haryana,healthtech | healthtech integrated care,Early,218.0,0.0,,Private | active,Largest early-stage deal 2025,2,https://entrackr.com/report/annual-funding-report/indian-startup-funding-drops-10-to-13-bn-in-2025-but-ipo-count-hits-record-18-10958045;https://medicalbuyer.co.in/indias-healthtech-sector-raises-usd-9-9-billion-in-2025,d1_hubs_unicorns.json;d2_sectors.json,58.0,S0150
Augnito,augnito,Augnito,Mumbai,Maharashtra,healthtech ai scribe,Series A,7.2,24.0,"Rustom Lawyer, Shiraz Austin",active,Voice AI clinical documentation,1,https://platform.tracxn.com/a/d/company/5f1996bee3c5d268b3f50b20/augnito?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,57.7,S0151
