customer_id,startup_id,name,type,geography,announced_date,status,source_id,confidence,notes
CUS0266,S0119,Pronto,Home Services Platform,,,Active,SRC02023,MEDIUM,
CUS0267,S0119,Tezz Mobility,Franchise Partner (Bhopal),,,Active,SRC02024,HIGH,
CUS0268,S0120,European Wax Center,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0269,S0120,TONI&GUY,enterprise,,2019,active,SRC02053,HIGH,
CUS0270,S0120,Hand & Stone,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0271,S0120,Massage Heights,enterprise,,UNKNOWN,active,SRC02056,HIGH,
CUS0272,S0120,Gene Juarez,enterprise,,UNKNOWN,active,SRC02056,HIGH,
CUS0273,S0120,Bluemercury,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0274,S0120,Removery,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0275,S0120,Sonobello,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0276,S0120,Hammer & Nails,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0277,S0120,Van Michael,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0278,S0120,MiniLuxe,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0279,S0120,Frenchies,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0280,S0120,iCryo,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0281,S0120,Birds Barbershop,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0282,S0120,Douglas J Salon,enterprise,,UNKNOWN,active,SRC02040,HIGH,
CUS0283,S0120,Regis Corporation,enterprise,,2022-06-09,active,SRC02057,HIGH,
CUS0284,S0120,CorePower Yoga,enterprise,,UNKNOWN,active,SRC02058,MEDIUM,
CUS0285,S0120,Hair Cuttery,enterprise,,UNKNOWN,active,SRC02058,MEDIUM,
CUS0286,S0120,Profile by Sanford,enterprise,,UNKNOWN,active,SRC02058,MEDIUM,
CUS0287,S0120,Rush Hair & Beauty,enterprise,,UNKNOWN,active,SRC02054,MEDIUM,
CUS0288,S0123,D2C consumers (18-30 age group),B2C,,,active,SRC02083,HIGH,Target demographic: young consumers aged 18-30; 50% repeat purchase rate
CUS0289,S0125,UNKNOWN,enterprise,,,unnamed,SRC02095,LOW,Mint article states company 'did not name its customers.' A case study references an automotive manufacturing company in Tamil Nadu that placed 200 women with HerSpace. No ISRO/DRDO/space company customers found.
CUS0290,S0126,D2C customers (men's fashion),Direct consumers,,,active,SRC02106,MEDIUM,60% online revenue; repeat rate evidence not specifically disclosed; Shark Tank India Season 2 participant
CUS0291,S0128,AU Small Finance Bank,bank,,2026-08-18,active,SRC02124,HIGH,
CUS0292,S0128,ICICI Bank,bank,,2026-08-18,active,SRC02124,HIGH,
CUS0293,S0128,Poonawalla Fincorp,nbfc,,2026-08-18,active,SRC02124,HIGH,
CUS0294,S0128,Bajaj Auto Credit,nbfc,,2026-08-18,active,SRC02124,HIGH,
CUS0295,S0128,Five-Star Business Finance,nbfc,,2026-08-18,active,SRC02124,HIGH,
CUS0296,S0128,Muthoot Capital,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0297,S0128,Finova Capital,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0298,S0128,IndoStar,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0299,S0128,Protium,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0300,S0128,IIFL,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0301,S0128,Northern Arc,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0302,S0128,APAC Financial Services,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0303,S0128,Vridhi Home Finance,nbfc,,2026-08-18,active,SRC02124,MEDIUM,
CUS0304,S0130,Bijliride,B2B fleet partnership,,2025-12-18,active,SRC02148,HIGH,"Bijliride (EV rental platform) partnered with BGauss to add 7,000 electric scooters, targeting 10,000-strong EV fleet by 2026"
CUS0305,S0130,Fullfilly,B2B fleet partnership,,2023-08-09,active,SRC02153,MEDIUM,"Fleet partnership for 5,000 electric vehicles deployment"
CUS0306,S0130,ALT Mobility,B2B fleet partnership,,2023-08-09,active,SRC02153,MEDIUM,Fleet partnership alongside Fullfilly for EV deployment
CUS0307,S0134,Freshworks,Enterprise,,,Active,SRC02179,HIGH,
CUS0308,S0134,Calendly,Enterprise,,,Active,SRC02199,HIGH,
CUS0309,S0134,Okta,Enterprise,,,Active,SRC02200,HIGH,
CUS0310,S0134,Doodle,Enterprise,,,Active,SRC02179,HIGH,
CUS0311,S0134,Pret a Manger,Enterprise,,,Active,SRC02179,HIGH,
CUS0312,S0134,Study.com,Enterprise,,,Active,SRC02200,HIGH,
CUS0313,S0134,DeepL,Enterprise,,,Active,SRC02176,HIGH,
CUS0314,S0134,Lambda,Enterprise,,,Active,SRC02176,HIGH,
CUS0315,S0134,Gorgias,Enterprise,,,Active,SRC02176,HIGH,
CUS0316,S0134,Condé Nast,Enterprise,,,Active,SRC02176,HIGH,
CUS0317,S0134,Zapier,Enterprise,,,Active,SRC02176,HIGH,
CUS0318,S0134,LegalZoom,Enterprise,,,Active,SRC02176,HIGH,
CUS0319,S0134,Freepik,Enterprise,,,Active,SRC02176,HIGH,
CUS0320,S0134,Agicap,Enterprise,,2026-03-26,Active,SRC02201,HIGH,
CUS0321,S0134,Future,Enterprise,,2025-11-25,Active,SRC02202,HIGH,
CUS0322,S0134,Wolfson Brands,Enterprise,,2025-09-03,Active,SRC02182,HIGH,
CUS0323,S0134,Typeform,Enterprise,,,Active,SRC02203,HIGH,
CUS0324,S0134,ChartMogul,Partner,,,Active,SRC02204,MEDIUM,
CUS0325,S0135,Meesho,e-commerce marketplace,,,Active (indirect via Ecom Express),SRC02229,MEDIUM,
CUS0326,S0135,Flipkart,e-commerce marketplace,,,Active,SRC02229,MEDIUM,
CUS0327,S0135,Amazon,e-commerce marketplace,,,Active,SRC02229,MEDIUM,
CUS0328,S0135,FirstCry,e-commerce marketplace,,,Active,SRC02229,MEDIUM,
CUS0329,S0135,D2C brands,enterprise,,,Active,SRC02230,MEDIUM,
CUS0330,S0138,Global guests,end_users,,,active,SRC02252,MEDIUM,100M+ customers across 35 countries (company claim)
CUS0331,S0144,Krafton,game publisher,,2024-05-24,active,SRC02307,HIGH,
CUS0332,S0144,Riot Games,game publisher,,2024-09-18,active,SRC02318,HIGH,
CUS0333,S0144,Valorant,game title (Riot Games),,2024-05-24,active,SRC02307,HIGH,
CUS0334,S0144,Playnance,Web3 gaming infrastructure,,2026-03-16,active,SRC02314,HIGH,
CUS0335,S0144,Dino Tycoon,Telegram game,,2025-07-16,active,SRC02319,MEDIUM,
CUS0336,S0144,Kroma,blockchain network,,2024-09-23,active,SRC02320,MEDIUM,
CUS0337,S0144,Mira Network,AI verification platform,,2025-02-11,active,SRC02311,HIGH,
CUS0338,S0145,Individual consumers (B2C),B2C paid subscribers,,,active,SRC02329,HIGH,4M+ paid subscribers; no B2B enterprise clients found
CUS0339,S0148,D2C Website (myescplan.com),direct_to_consumer,,2025-05-01,active,SRC02378,HIGH,
CUS0340,S0148,Amazon,marketplace,,,active,SRC02378,MEDIUM,Referenced on Escape Plan website as marketplace channel with pricing comparison
CUS0341,S0148,Flipkart,marketplace,,,active,SRC02378,MEDIUM,Referenced on Escape Plan website as marketplace channel with pricing comparison
CUS0342,S0148,Offline Retail Stores,physical_retail,,2025-05-01,active,SRC02373,HIGH,25+ offline stores as of Jan 2026; targeting 200+ by end 2026
CUS0343,S0148,HRX (Hrithik Roshan),brand_partner,,2025-08-13,active,SRC02382,HIGH,
CUS0344,S0148,Rare Rabbit (The House of Rare),brand_partner,,2026-05-21,active,SRC02377,HIGH,
CUS0345,S0148,Snitch,brand_partner,,2026-08-15,active,SRC02376,HIGH,
CUS0346,S0153,Audi,Automotive OEM,,2026-02-17,Active - 2-year pilot,SRC02429,HIGH,Two-year joint pilot integrating CyRo into Audi's vehicle prototyping production line in Germany
CUS0347,S0153,Denso,Automotive Tier-1 Supplier,,2024-11-05,Active - pilot/exploration,SRC02427,MEDIUM,Nikhil Ramaswamy mentioned ongoing collaborations with Denso for managing demand variability through hot-swappable robot stations
CUS0348,S0153,General Motors,Automotive OEM,,2024-11-05,Active - exploration,SRC02427,MEDIUM,"GM requires one standard robot platform to handle 22,000+ parts for vehicle assembly"
CUS0349,S0153,Luxury automotive brands,Automotive OEM,,2026-02-13,Active - deployments,SRC02421,MEDIUM,CynLr counts leading luxury automotive brands among customers; deployments on assembly lines
CUS0350,S0153,Semiconductor automation firms,Industrial,,2026-02-13,Active - deployments,SRC02421,MEDIUM,Deployments focused on semiconductor fab maintenance
CUS0351,S0153,Ford Motor Company,Automotive OEM,,2023-10-10,Exploration,SRC02430,MEDIUM,Forbes India 2023 article lists Ford among partners/customers trying CynLr tech
CUS0352,S0153,TVS Motors,Automotive OEM,,2023-10-10,Exploration,SRC02430,MEDIUM,Forbes India 2023 article lists TVS Motors among partners/customers
CUS0353,S0153,Airbus,Aerospace,,2023-10-10,Exploration,SRC02430,MEDIUM,Forbes India 2023 article lists Airbus among partners/customers
CUS0354,S0153,Flipkart,E-commerce/Logistics,,2023-10-10,Exploration,SRC02430,MEDIUM,Forbes India 2023 article lists Flipkart among partners/customers
CUS0355,S0153,Wheels India,Automotive Component,,2023-10-10,Exploration,SRC02430,MEDIUM,Forbes India 2023 article
CUS0356,S0153,Brakes India,Automotive Component,,2023-10-10,Exploration,SRC02430,MEDIUM,Forbes India 2023 article
CUS0357,S0154,Intoglo,enterprise,,,partnership,SRC02458,LOW,Intoglo partnership referenced in search results but blog URL returned 404; could not verify from fetched source
CUS0358,S0154,Veem,enterprise,,,partnership,SRC02458,LOW,Veem partnership referenced but could not verify from fetched source
CUS0359,S0156,Identified Space customer,Space/Defence,,2026-02-18,Chip fabricated and undergoing customer evaluation,SRC00059,HIGH,Customer identity not disclosed; Data Acquisition avionic chip
CUS0360,S0156,ISRO,Space,,,Referenced in UnlistedZone article,SRC02472,MEDIUM,UnlistedZone states 'built chips for the likes of ISRO' but no primary source confirmation
CUS0361,S0156,Fan/Exhaust customers (BLDC),Industrial/Consumer,,2025-03-20,BLDC controller project awarded under MeitY C2S,SRC00059,HIGH,Customer identity not disclosed
CUS0362,S0157,Hospitals and Paediatricians,B2B,,2026-08-19,active,SRC02481,MEDIUM,Plans to scale Get SET Early through hospitals and paediatricians; partnerships with hospitals and insurance companies
CUS0363,S0157,Insurance Companies,B2B,,unknown,active,SRC02490,MEDIUM,IPO Platform mentions services to insurance companies
CUS0364,S0157,Corporations,B2B,,unknown,active,SRC02490,MEDIUM,IPO Platform mentions services to corporations
CUS0365,S0158,D2C consumers (India),consumer,,,active,SRC02499,HIGH,Primary customer base: Indian women seeking makeup and personal care products
CUS0366,S0158,Retail partners,enterprise,,,active,SRC02498,MEDIUM,"Distribution through marketplaces and ~50,000 retail touchpoints across 50+ cities"
CUS0367,S0159,Schneider Electric,Enterprise (Electrical/Industrial),,,Active,SRC02508,HIGH,
CUS0368,S0159,DKSH,Enterprise (Distribution),,,Active,SRC02508,HIGH,
CUS0369,S0159,Mars Wrigley,Enterprise (FMCG),,,Active,SRC02508,HIGH,
CUS0370,S0159,Puma,Enterprise (Apparel/Sports),,,Active,SRC02508,HIGH,
CUS0371,S0159,Victoria's Secret,Enterprise (Apparel/Retail),,,Active,SRC02508,HIGH,
CUS0372,S0159,Unilever,Enterprise (FMCG),,,Active,SRC02508,HIGH,
CUS0373,S0159,Canon,Enterprise (Electronics),,,Active,SRC02508,HIGH,
CUS0374,S0159,PI Industries,Enterprise (Agrochemicals),,,Active,SRC02508,HIGH,
CUS0375,S0159,Haleon,Enterprise (Consumer Health),,,Active,SRC02508,HIGH,
CUS0376,S0159,David Jones,Retail (Multi-brand),,2026-08-12,Active,SRC02508,HIGH,
CUS0377,S0159,Chemist Warehouse,Retail (Pharmacy),,2026-08-12,Active,SRC02508,HIGH,
CUS0378,S0159,"Toys ""R"" Us",Retail (Toy),,2026-08-12,Active,SRC02508,HIGH,
CUS0379,S0159,Mitre10,Retail (Hardware/Building),,2026-08-12,Active,SRC02508,HIGH,
CUS0380,S0159,Omron,Enterprise (Industrial Automation),,,Active,SRC02509,MEDIUM,
CUS0381,S0159,Paula's Choice,Enterprise (Beauty/Skincare),,,Active,SRC02509,MEDIUM,
CUS0382,S0159,Bhavani Electricals,SMB (Electrical),,,Active,SRC02509,LOW,
CUS0383,S0159,Di Star Traders,SMB (Retail),,,Active,SRC02509,LOW,
CUS0384,S0163,Snapdeal,e-commerce,,,active,SRC02562,MEDIUM,
CUS0385,S0163,Myntra,e-commerce,,,active,SRC02562,MEDIUM,
CUS0386,S0163,Meesho,e-commerce,,,active,SRC02562,MEDIUM,
CUS0387,S0163,Netmeds,pharma,,,active,SRC02562,MEDIUM,
CUS0388,S0163,Bigbasket,e-commerce/grocery,,,active,SRC02562,MEDIUM,
CUS0389,S0164,Pharma retailers and distributors,B2B,,,ACTIVE,SRC02573,HIGH,"4,100+ retailers and distributors across 24+ cities"
CUS0390,S0165,Zepto,e-commerce,,,client,SRC02586,HIGH,
CUS0391,S0165,Zoho,software services,,,client,SRC02586,HIGH,
CUS0392,S0165,Motilal Oswal,financial services,,,client,SRC02586,HIGH,
CUS0393,S0185,Alivaa Hotels & Resorts,strategic partnership,,2026-03-17,active,SRC02738,MEDIUM,Strategic sales and marketing alliance to expand distribution reach
CUS0394,S0185,Akasa Air,partnership,,2025-07-16,active,SRC02729,MEDIUM,Partnership to redefine pet-friendly travel per Tracxn news section
CUS0395,S0185,Aranayam,collaboration,,2025-08-14,active,SRC02729,MEDIUM,Collaboration to launch Amayah per Tracxn news section
CUS0396,S0197,YES Bank,bank,,,active,SRC02794,HIGH,RuPay credit card partnership
CUS0397,S0197,AU Small Finance Bank,bank,,,active,SRC02794,HIGH,RuPay credit card partnership
CUS0398,S0197,Punjab National Bank,bank,,2026-04-23,active,SRC02798,HIGH,PNB Kiwi Credit Card on RuPay network for 180M users
CUS0399,S0209,Women borrowers (JLG model),Individual - Women,,,Active,SRC02881,HIGH,"Saral loans target women in low-income areas, ages 18-55, joint liability group model"
CUS0400,S0209,Small business owners (MEL),Individual - Male predominant,,,Active,SRC02882,HIGH,MEL targets male customers for small trading/micro-enterprise working capital
CUS0401,S0209,Insurance partners,B2B,,,Active,SRC02884,HIGH,"Bajaj Life, HDFC Life, Kotak Mahindra Life insurance tie-ups"
CUS0402,S0211,UHNI families and corporates,institutional,,2025-02,active,SRC02904,HIGH,"1,300+ client families; customers typically have at least Rs 10 crore in investable assets"
CUS0403,S0213,Bajaj Finserv,enterprise,,2024-10-01,active,SRC02929,HIGH,Using Navana's voice tech for multilingual voicebot disbursing >₹150 Cr in personal loans monthly across 6 Indian languages since Oct 2024
CUS0404,S0213,Ujjivan Small Finance Bank,enterprise,,2025-07-15,active,SRC02929,HIGH,"Partnership for 'Hello Ujjivan' multilingual voice-led banking app, live in 12 languages, 1M+ downloads"
CUS0405,S0213,Protean,enterprise,,2026-09-07,active,SRC02924,MEDIUM,Named as BFSI customer in Series A announcement
CUS0406,S0213,Jana Small Finance Bank,enterprise,,2026-09-07,active,SRC02924,MEDIUM,Named as BFSI customer in Series A announcement
CUS0407,S0213,Grihum Housing Finance,enterprise,,2026-09-07,active,SRC02924,MEDIUM,Named as BFSI customer in Series A announcement
CUS0408,S0213,IISc Bengaluru,research_partner,,,active,SRC02924,MEDIUM,Collaboration on speech models
CUS0409,S0213,IIT Madras,research_partner,,,active,SRC02924,MEDIUM,Collaboration on speech models
CUS0410,S0213,Microsoft Research,research_partner,,,active,SRC02924,MEDIUM,Collaboration on speech models
CUS0411,S0213,Gates Foundation,research_partner,,,active,SRC02924,MEDIUM,Collaboration on speech models
CUS0412,S0215,Canara Bank,financial partner,,2020-07,active,SRC02951,MEDIUM,
CUS0413,S0215,ICICI Bank,financial partner,,2020-07,active,SRC02951,MEDIUM,
CUS0414,S0215,Kogta Finance,financial partner,,2020-07,active,SRC02951,MEDIUM,
CUS0415,S0215,Experian,credit analysis partner,,2020-07,active,SRC02951,MEDIUM,
CUS0416,S0215,IFFCO Tokyo,insurance partner,,2020-07,active,SRC02951,MEDIUM,
CUS0417,S0215,Cars24,sourcing partner,,2021-04,active,SRC02949,MEDIUM,
CUS0418,S0215,OLX,sourcing partner,,2021-04,active,SRC02949,MEDIUM,
CUS0419,S0215,Avis,sourcing partner,,2021-04,active,SRC02949,MEDIUM,
CUS0420,S0215,LeasePlan,sourcing partner,,2021-04,active,SRC02949,MEDIUM,
CUS0421,S0215,Renault Select,sourcing partner,,2021-04,active,SRC02949,MEDIUM,
CUS0422,S0217,"3,500+ organizations",enterprise,,,reported company traction,SRC02974,MEDIUM,
CUS0423,S0226,"Broadway (Ambience Mall, Delhi)",multi-brand_retail,,2025,active,SRC03021,MEDIUM,
CUS0424,S0226,Dawntown (Mumbai),multi-brand_retail,,2025,active,SRC03021,MEDIUM,
CUS0425,S0226,Streat Junkies (Bengaluru),multi-brand_retail,,2025,active,SRC03021,MEDIUM,
CUS0426,S0226,Sarath City Capital Mall (Hyderabad),retail_store,,2026-04-17,active,SRC03027,HIGH,
CUS0427,S0228,Vodafone,Telecom,,,active,SRC03044,HIGH,
CUS0428,S0228,Axis Bank,Financial Services,,,active,SRC03037,HIGH,
CUS0429,S0228,TD Bank,Financial Services,,,active,SRC03035,HIGH,
CUS0430,S0228,Burger King,Food,,,active,SRC03036,HIGH,
CUS0431,S0228,Paytm,Fintech,,,active,SRC03044,HIGH,
CUS0432,S0228,Levi's,Retail,,,active,SRC03044,HIGH,
CUS0433,S0228,IKEA,Retail,,,active,SRC03044,HIGH,
CUS0434,S0228,Decathlon,Retail,,,active,SRC03037,HIGH,
CUS0435,S0228,Domino's,Food,,,active,SRC03037,HIGH,
CUS0436,S0228,Jio,Telecom,,,active,SRC03037,HIGH,
CUS0437,S0228,Emirates NBD,Financial Services,,,active,SRC03037,HIGH,
CUS0438,S0228,Zomato,Food,,,active,SRC03044,HIGH,
CUS0439,S0228,DHL,Logistics,,,active,,LOW,User prompt mentions DHL as customer. NOT confirmed by any source found.
CUS0440,S0228,Gojek,Ride-hailing,,,active,SRC03039,MEDIUM,"Entrackr 2022: including Gojek, ShopX, Canon, Mercedes Benz, Jio, Premier League, and Tesco"
CUS0441,S0228,Tesco,Retail,,,active,SRC03036,HIGH,
CUS0442,S0228,Electronic Arts,Gaming,,,active,SRC03036,HIGH,
CUS0443,S0238,Farmers (India),consumer,,2013,Active,SRC03105,HIGH,
CUS0444,S0238,Global retail chains (Kimaye),enterprise,,2022,Active,SRC03106,HIGH,
CUS0445,S0238,Saathi Store partners,partner,,2021,Active,SRC03127,HIGH,
CUS0446,S0241,Farmer Producer Organizations (FPOs),institutional,,As-of-2026-01,active,SRC03155,HIGH,
CUS0447,S0241,Smallholder farmers,consumer,,As-of-2026-01,active,SRC03155,HIGH,
CUS0448,S0246,10 BFSI customers (including publicly listed companies),enterprise,,2026-08-11,active,SRC03183,MEDIUM,
CUS0449,S0248,Indian Army,military,,2023,active,SRC03203,HIGH,
CUS0450,S0248,DRDO,government_defence_agency,,2023,active,SRC03203,HIGH,
CUS0451,S0248,Indian Navy,military,,,active,SRC03200,MEDIUM,
CUS0452,S0248,Army special forces,military,,,active,SRC03203,MEDIUM,
CUS0453,S0248,Intelligence agencies,government,,,active,SRC03203,MEDIUM,
CUS0454,S0255,DCB Bank,partner_bank,,2018,active,SRC03243,HIGH,Issues Niyo Global debit cards
CUS0455,S0255,SBM Bank (India),partner_bank,,2021-11,active,SRC03244,HIGH,Issues Niyo Global credit cards; Visa partnership
CUS0456,S0255,Equitas Small Finance Bank,partner_bank,,2023-05,active,SRC03247,HIGH,Niyo Global programme partner
CUS0457,S0255,YES Bank,partner_bank,,2019,active,SRC03248,HIGH,Prepaid cards (Niyo Multi Pocket GPR/Gift/Meal)
CUS0458,S0255,ICICI Bank,partner_bank,,2021-01,active,SRC03245,HIGH,ICICI Bank Niyo Bharat Payroll Card for MSMEs
CUS0459,S0255,Vodafone Idea,customer_partner,,2025-12-19,active,SRC03249,HIGH,Vi partners with Niyo to offer zero-markup forex cards to Vi customers
CUS0460,S0255,Federal Bank,partner_bank,,2023-09,planned,SRC03250,MEDIUM,Niyo planned to launch first unsecured credit card in partnership with Federal Bank in Oct 2023
CUS0461,S0256,TransUnion CIBIL,enterprise,,2022-01-01,active,SRC03260,HIGH,
CUS0462,S0256,Perfios,enterprise,,2025-08-26,active,SRC03263,HIGH,
CUS0463,S0256,HDFC Bank,bank,,2023-02-01,active,SRC03260,HIGH,
CUS0464,S0256,ICICI Bank,bank,,2023-02-01,active,SRC03260,HIGH,
CUS0465,S0256,Kotak Mahindra Bank,bank,,2023-02-01,active,SRC03260,HIGH,
CUS0466,S0256,Regrid,enterprise,,2022-05-01,active,SRC03268,MEDIUM,
CUS0467,S0256,Geoscape Australia,enterprise,,2025-06-30,active,SRC03261,MEDIUM,
CUS0468,S0256,KALRO,government,,2025-06-30,active,SRC03261,MEDIUM,
CUS0469,S0256,NIC,government,,,active,SRC03261,LOW,
CUS0470,S0258,Builder.ai,business client,,,,SRC03297,MEDIUM,Alleged round-tripping relationship; VerSe states USD 53M received from Builder.ai for advertising
CUS0471,S0258,Advertising brands/agencies,enterprise,,,,SRC03296,MEDIUM,"Advertising contributed ~80% of FY25 operating revenue (Rs 1,548 Cr)"
CUS0472,S0278,"Indian Armed Forces (Army, Navy, Air Force)",government,,,active,SRC03377,HIGH,
CUS0473,S0278,DRDO,government,,,active,SRC03386,HIGH,
CUS0474,S0278,Ministry of Defence (India),government,,,active,SRC03395,HIGH,
CUS0475,S0278,Indian Navy,government,,2026-05-20,active,SRC03378,HIGH,
CUS0476,S0278,"NATO allies (France, Germany, Poland, etc.)",government,,,active,SRC03377,HIGH,
CUS0477,S0278,US Navy SEALs,government,,,active,SRC03382,MEDIUM,
CUS0478,S0278,Israeli Defense Forces (IDF),government,,,active,SRC03396,MEDIUM,
CUS0479,S0278,Ministry of Defence of Armenia,government,,,active,SRC03396,MEDIUM,
CUS0480,S0278,BAE Systems,enterprise,,,active,SRC03395,MEDIUM,
CUS0481,S0278,Bharat Dynamics Ltd (BDL),government,,2024-07,active,SRC03377,HIGH,
CUS0482,S0278,Armenia,government,,2025-01-23,active,SRC03379,HIGH,
CUS0483,S0280,Fleet Operators,B2B,,,Active,SRC03405,HIGH,
CUS0484,S0280,OEM Partners,B2B,,,Active,SRC03405,HIGH,
CUS0485,S0280,EV Two-Wheeler Users,B2C,,,Active,SRC03407,HIGH,
CUS0486,S0280,EV Three-Wheeler Users,B2C,,,Active,SRC03407,HIGH,
CUS0487,S0283,Myntra,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0488,S0283,Zerodha,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0489,S0283,Juspay,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0490,S0283,NoBroker,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0491,S0283,Redbus,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0492,S0283,Siemens,enterprise,,unknown,active,SRC03422,MEDIUM,
CUS0493,S0283,upGrad,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0494,S0283,Perfios,enterprise,,unknown,active,SRC03422,MEDIUM,
CUS0495,S0283,Moglix,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0496,S0283,Ninjacart,enterprise,,unknown,active,SRC03425,MEDIUM,
CUS0497,S0283,Narayana Health,enterprise,,unknown,active,SRC03422,MEDIUM,
CUS0498,S0283,Enphase,enterprise,,unknown,active,SRC03422,MEDIUM,
CUS0499,S0283,Allegis,enterprise,,unknown,active,SRC03422,MEDIUM,
CUS0500,S0283,BlackRock,enterprise,,2025-09-15,active,SRC03419,MEDIUM,Leased Rs 410 Cr office space with IndiQube in Bengaluru
CUS0501,S0283,Perforce,enterprise,,unknown,active,SRC03435,LOW,Client testimonial on MiQube platform
CUS0502,S0290,"Small businesses (agencies, consultancies, cleaning businesses)",SMB,,,active,SRC03473,HIGH,"Most users are 2-person small businesses across US, UK, Japan, Brazil"
CUS0503,S0296,West Elm,retail partner,,,unverified,,LOW,"No evidence found of West Elm partnership; West Elm operates in India via Reliance Brands, not Nestasia"
CUS0504,S0296,Universal Studios,licensing partner,,2026-06-26,active,SRC03524,MEDIUM,Official Minions merchandise partnership
CUS0505,S0307,Prama India Private Limited,enterprise,,2026-06-29,MoU signed,SRC03576,HIGH,
CUS0506,S0309,Defence Space Agency (India),Government/Defence,,Unknown,Active contract,SRC03584,HIGH,
CUS0507,S0309,ISRO,Government/Space Agency,,Unknown,Active partnership,SRC03583,HIGH,Kepler's mission operations platform acts as primary mission operator for several ISRO satellites; validated through missions with ISRO
CUS0508,S0309,DRDO,Government/Defence,,Unknown,Active partnership,SRC03583,HIGH,Collaborated on projects; validated through missions with DRDO
CUS0509,S0309,Nearly all Indian space companies,Commercial,,Unknown,Active service,SRC03585,MEDIUM,Mission Operations platform serves nearly all Indian space companies
CUS0510,S0316,Amazon,E-commerce marketplace,,,Active,SRC03651,HIGH,
CUS0511,S0316,Flipkart,E-commerce marketplace,,,Active,SRC03651,HIGH,
CUS0512,S0316,FirstCry,E-commerce marketplace,,,Active,SRC03660,HIGH,R for Rabbit is a third-party seller on FirstCry marketplace
CUS0513,S0316,Mothercare,Retail chain,,,Active,SRC03651,MEDIUM,
CUS0514,S0320,Babylist,retail partner,,2023-01-01,active,SRC03675,MEDIUM,
CUS0515,S0320,Love To Dream,partnership,,2026-09-04,active,SRC03688,MEDIUM,
CUS0516,S0322,HDFC Life,insurance_partner,,,Active,SRC03714,MEDIUM,Partnership mentioned in context of awards
CUS0517,S0322,LIC India,insurance_partner,,,Active,SRC03714,MEDIUM,Partnership mentioned in context of awards
