startup_id,company,funding_trend,revenue_trend,revenue_trend_basis,profitability_trend,profitability_period,hiring_trend,product_trend,conflicts_open,confidence,evidence_count,notes
S0096,Leap (LeapScholar),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=6;tech=0,9,HIGH,14,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0097,Nazara Technologies,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0098,Neo (Neo Wealth),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=7;tech=0,4,HIGH,19,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0099,Stellapps,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0100,Purple Style Labs,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2026,INSUFFICIENT_DATA,products=6;tech=0,6,HIGH,13,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0101,Zypp Electric,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0102,Business Nextgen Finance,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0103,EtherealX (Ethereal Exploration),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,2,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0104,QNu Labs,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=8;tech=0,5,HIGH,15,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0105,Ultraviolette,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=3;tech=0,1,MEDIUM,6,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0106,Curefoods,MULTI-ROUND (dated events; direction not inferred),MIXED,">=2 distinct FYs, same metric+unit+currency; n_obs=3",MIXED,2025,INSUFFICIENT_DATA,products=14;tech=0,3,HIGH,26,directions from grouped comparable FY series only; profitability basis=MIXED
S0107,Dezerv,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,3,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0108,Edubuk,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=3;tech=0,7,HIGH,10,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0109,EloElo,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=4;tech=0,6,HIGH,11,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0110,GIVA,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2025,INSUFFICIENT_DATA,products=6;tech=0,3,HIGH,15,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0111,Impetus Technologies,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0112,Moglix,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=3",LOSS-MAKING,2024,EVIDENCE_PRESENT,products=2;tech=1,3,HIGH,12,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0113,MPL (Mobile Premier League),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0114,PhysicsWallah,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2026,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0115,Popo Global,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0116,Shadowfax,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,7,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0117,Smallcase,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=2;tech=0,0,MEDIUM,7,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0118,StockGro,MULTI-ROUND (dated events; direction not inferred),DOWN,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2025,INSUFFICIENT_DATA,products=4;tech=0,10,HIGH,15,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0119,Yulu,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2025,INSUFFICIENT_DATA,products=6;tech=0,9,HIGH,18,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0120,Zenoti,MULTI-ROUND (dated events; direction not inferred),DOWN,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=11;tech=0,10,HIGH,22,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0121,Exxat,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0122,Bellatrix Aerospace,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0123,Foxtale,INSUFFICIENT_DATA,UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=16;tech=0,9,HIGH,23,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0124,GalaxEye,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0125,HerSpace Manufacturing,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=4;tech=0,3,MEDIUM,7,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0126,Snitch,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=4;tech=0,3,HIGH,11,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0127,OneCard (FPL Technologies),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0128,Rezolv,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=5;tech=0,4,MEDIUM,8,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0129,JustAI,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,2,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0130,BGauss,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=8;tech=0,6,HIGH,14,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0131,Emo Energy,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",LOSS-MAKING,2025,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0132,Baaz Bikes,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0133,Piston,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0134,Chargebee,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=9;tech=0,4,HIGH,19,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0135,Delhivery,MULTI-ROUND (dated events; direction not inferred),DOWN,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2025,INSUFFICIENT_DATA,products=5;tech=0,1,HIGH,12,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0136,Erisha E Mobility,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0137,Freshworks,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0138,OYO,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2025,INSUFFICIENT_DATA,products=8;tech=0,7,HIGH,18,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0139,Policybazaar,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",PROFITABLE,2026,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0140,Uniphore,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0141,Urban Company,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0142,Zomato,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0143,Emversity,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,MEDIUM,6,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0144,KGeN (Kratos Gamer Network),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=6;tech=0,8,HIGH,14,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0145,Seekho,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=4;tech=0,4,MEDIUM,9,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0146,Avammune Therapeutics,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=5;tech=0,4,MEDIUM,9,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0147,HexaHealth,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0148,Escape Plan (travel gear),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=14;tech=0,5,HIGH,17,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0149,Lendingkart,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0150,PB Healthcare,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0151,Augnito,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0152,C2i Semiconductors,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0153,CynLr,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=6;tech=0,7,HIGH,12,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0154,Skydo,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",MIXED,2025,INSUFFICIENT_DATA,products=3;tech=0,2,HIGH,11,directions from grouped comparable FY series only; profitability basis=MIXED
S0155,Smart Joules,INSUFFICIENT_DATA,UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,MEDIUM,7,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0156,VerveSemi (Vervesemi),INSUFFICIENT_DATA,MIXED,">=2 distinct FYs, same metric+unit+currency; n_obs=3",MIXED,2025,INSUFFICIENT_DATA,products=13;tech=0,9,HIGH,20,directions from grouped comparable FY series only; profitability basis=MIXED
S0157,Butterfly Learnings,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=4;tech=0,3,MEDIUM,9,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0158,Sugar Cosmetics,MULTI-ROUND (dated events; direction not inferred),DOWN,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=7;tech=0,6,HIGH,15,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0159,Graas.ai (Graas),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=9;tech=0,2,HIGH,16,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0160,Beepkart,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0161,Agrani Labs,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=3;tech=0,4,MEDIUM,5,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0162,Mokobara,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=9;tech=0,2,HIGH,18,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0163,XpressBees,MULTI-ROUND (dated events; direction not inferred),MIXED,">=2 distinct FYs, same metric+unit+currency; n_obs=3",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=6;tech=0,3,HIGH,14,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0164,Fundly.ai,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=4;tech=0,7,HIGH,10,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0165,Mitigata,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=5;tech=0,3,MEDIUM,9,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0166,Refold AI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0167,RentoMojo,INSUFFICIENT_DATA,MIXED,">=2 distinct FYs, same metric+unit+currency; n_obs=5",PROFITABLE,2025,INSUFFICIENT_DATA,products=4;tech=0,8,HIGH,13,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0168,Blinkit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0169,Juniper Green Energy,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0170,Serentica Renewables,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0171,Swiggy,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0172,Bonkers Corner,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0173,immunitoAI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=2;tech=0,1,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0174,BigEndian Semiconductors,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0175,Mojro Technologies,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",LOSS-MAKING,2025,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0176,Neo (Neo Investment Value Advisors),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0177,Capillary Technologies,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0178,PowerUp Money,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0179,Truva,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,EVIDENCE_PRESENT,products=1;tech=0,0,MEDIUM,5,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0180,Tsavorite,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,EVIDENCE_PRESENT,products=2;tech=0,0,MEDIUM,5,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0181,Inox Clean Energy,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,EVIDENCE_PRESENT,products=2;tech=0,0,MEDIUM,6,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0182,Raphe mPhibr,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,EVIDENCE_PRESENT,products=5;tech=0,0,HIGH,12,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0183,Battery Smart,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,EVIDENCE_PRESENT,products=2;tech=0,0,HIGH,10,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0184,Carrum Mobility,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0185,Elivaas,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=3;tech=0,5,MEDIUM,9,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0186,nCore Games,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0187,Stimuler AI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=1,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
