startup_id,company_name,primary_sector,company_stage,city,state,founding_year,age_years,completeness_pct,notes
S0169,Juniper Green Energy,Renewable Energy / IPP,IPO/Public,Gurugram,Haryana,2018,8,45.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0170,Serentica Renewables,Renewable Energy / IPP,Private (Pre-IPO),Gurugram,Haryana,2022,4,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0171,Swiggy,Food Delivery / Quick Commerce,Public (Listed),Bengaluru,Karnataka,2014,12,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0172,Bonkers Corner,D2C Streetwear / Fashion,Series A,Mumbai,Maharashtra,2020,6,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0173,immunitoAI,AI Drug Discovery / Biotech,Series A,Bengaluru,Karnataka,2020,6,62.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0174,BigEndian Semiconductors,Semiconductors / Fabless chip design,Growth (Pre-Series A),Bengaluru,Karnataka,2024,2,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0175,Mojro Technologies,Logistics SaaS / AI supply chain optimization,Growth (Series A),Bengaluru,Karnataka,2016,10,52.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0176,Neo (Neo Investment Value Advisors),Wealth Management / Fintech,Growth (Series B / Unicorn),Mumbai,Maharashtra,2021,5,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0177,Capillary Technologies,SaaS / Customer Loyalty,Public (NSE/BSE),Bengaluru,Karnataka,2012,14,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0178,PowerUp Money,Wealthtech / Mutual Fund Advisory,Growth (Series A),Bengaluru,Karnataka,2024,2,52.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0179,Truva,proptech listings,Series A,Mumbai,Maharashtra,2023,3,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0180,Tsavorite,AI infra / semiconductor,pre-revenue / product development,Bengaluru,Karnataka,2023,3,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0181,Inox Clean Energy,climate renewables,pre-IPO,Noida,Uttar Pradesh,2017,9,54.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0182,Raphe mPhibr,defence drones,Series B / pre-IPO,Noida,Uttar Pradesh,2017,9,60.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0183,Battery Smart,ev battery swapping,Series C / pre-IPO,Gurugram,Haryana,2019,7,60.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0184,Carrum Mobility,mobility / fleet management,Series B,Bengaluru,Karnataka,,,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0185,Elivaas,travel villas,Series B,Bengaluru,Karnataka,,,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0186,nCore Games,gaming studio,Series A,Bengaluru,Karnataka,,,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0187,Stimuler AI,edtech ai tutor,pre-Series A,Bengaluru,Karnataka,2022,4,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0188,Zerodha,fintech/broking,Bootstrapped / mature private,Bengaluru,Karnataka,2010,16,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0189,General Autonomy,Robotics / DeepTech,Seed,Bengaluru,Karnataka,2023,3,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0190,Otipy,agritech / farm-to-fork,,Delhi NCR,Delhi,2020,6,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0191,QOSMIC,Spacetech / Laser Communications,Seed,Bengaluru,Karnataka,2025,1,43.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0192,Hachidori Robotics,Robotics / AMR,Seed,Bengaluru,Karnataka,2019,7,52.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0193,TransBnk,Fintech / Banking Infrastructure,Series B,Gurugram,Haryana,2022,4,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0194,Olee Space,spacetech / defence-photonics,seed,Pune,Maharashtra,2023,3,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0195,Atlys,travel-tech / visas,Series C,Delhi NCR,Delhi,2020,6,43.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0196,Goldi Solar,climate / solar manufacturing,Series A / pre-IPO,Surat,,2011,15,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0197,Kiwi (Gokiwi Tech),fintech / credit cards,Series B,Bengaluru,Karnataka,2022,4,100.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0198,Circolife,cleantech / cooling,pre-Series A,Mumbai,Maharashtra,2023,3,39.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0199,Agnikul Cosmos (AgniKul),spacetech launch,late-stage,Chennai,Tamil Nadu,2017,9,33.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0200,Aurm,proptech services,Series A,Mumbai,Maharashtra,2013,13,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0201,Syfe,wealthtech,Series C,Gurugram,Haryana,2019,7,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0202,Prozo,logistics supply chain,Series A,Gurugram,Haryana,2014,12,54.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0203,Jurisphere.ai,legaltech ai,early-stage,Bengaluru,Karnataka,2024,2,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0204,The Energy Company,,,Bengaluru,Karnataka,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0205,Spike AI,,,Bengaluru,Karnataka,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0206,Physics Wallah,,,Noida,Uttar Pradesh,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0207,Arivihan,Edtech / AI,early-stage,Bengaluru,Karnataka,2024,2,43.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0208,Netrasemi (NetraSemi),Semiconductor / AI chip,early-stage,Bengaluru,Karnataka,2020,6,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0209,Arohan Financial Services,fintech/microfinance,Late-stage / Pre-IPO,Kolkata,West Bengal,2006,20,95.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0210,Ather Energy,ev/2-wheeler,Public (Listed),Bengaluru,Karnataka,2013,13,43.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0211,Nexedge Capital,wealthtech,Early-stage (maiden round),Delhi NCR,Delhi,,,91.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0212,Shiprocket,logistics tech,Public (Listed),Delhi NCR,Delhi,,,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0213,Navana.ai,ai / voice ai,Series A,Mumbai,Maharashtra,2018,8,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0214,Lickicious,petcare / D2C pet nutrition,Early growth,Mumbai,Maharashtra,2024,2,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0215,PumPumPum,mobility / used-car leasing,Growth,Mumbai,Maharashtra,2018,8,87.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0216,BimaKavach,insurtech / B2B commercial insurance,Seed / early growth,Bengaluru,Karnataka,2021,5,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0217,CtrlS,data centres / digital infrastructure,Growth / mature private,Hyderabad,Telangana,2008,18,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0218,Watch Your Health,healthtech / insurtech engagement,Growth,Mumbai MMR,,2015,11,22.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0219,TrueFan AI,enterprise AI video generation,Series A,Gurugram,Haryana,2020,6,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0220,Coulomb Litech,EV battery technology,Seed,Mumbai,Maharashtra,2020,6,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0221,Fermionic Design,"semiconductor design (RF chips, GaN)",Seed,Bengaluru,Karnataka,2020,6,39.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0222,ANSCER Robotics,industrial robotics / autonomous mobile robots,Series A,Bengaluru,Karnataka,2020,6,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0223,Superleap AI,enterprise AI CRM,pre-Series A / Seed,Bengaluru,Karnataka,2024,2,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0224,Fire AI (FireAI),AI data infrastructure,pre-seed,Mumbai,Maharashtra,,,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0225,Matter,EV motorcycles,growth-stage,Ahmedabad,Gujarat,,,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0226,Comet,D2C footwear,Series B,Mumbai,Maharashtra,2023,3,87.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0227,Balaji Wafers,consumer/FMCG snacks,mature private company,Rajkot,,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0228,CleverTap,SaaS/customer engagement,growth-stage,Mumbai,Maharashtra,2013,13,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0229,Drip Capital,fintech/trade finance,Series C,Mumbai,Maharashtra,2016,10,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0230,Kissht (OnEMI),fintech lending,Public (IPO May 2026),Mumbai,Maharashtra,2016,10,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0231,Lenskart,ecommerce/eyewear,Public (IPO Nov 2025),Gurugram,Haryana,2008,18,39.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0232,Neoble,fintech lending,Seed,Mumbai,Maharashtra,2023,3,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0233,QubeHealth Pay (QubeHealth),healthtech payments,Series A,Mumbai,Maharashtra,2019,7,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0234,Qure.ai,healthtech / AI diagnostics,Series D,Mumbai,Maharashtra,2016,10,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0235,Greenwave Circularity,cleantech / circular economy / PET recycling,Growth / project-financed,Pune,Maharashtra,2024,2,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0236,Shortgun Games,gaming / PC-console game development,Seed,Mumbai,Maharashtra,2021,5,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0237,Uolo,edtech / school SaaS / AI learning,Pre-Series B,Gurugram,Haryana,2014,12,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0238,AgroStar,agritech / crop inputs,Series E,Pune,Maharashtra,2013,13,97.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0239,30 Sundays,travel AI,Series A,Gurugram,Haryana,2024,2,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0240,Intellend Technologies Advisors,fintech / embedded lending,seed,Thane,,,,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0241,Arya.ag (Arya),agritech / post-harvest,Series D,Noida,Uttar Pradesh,2013,13,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0242,Hubilo,enterprise tech / events,growth/private (acquired),Ahmedabad,Gujarat,,,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0243,ProFound (profound),AI,seed,Bengaluru,Karnataka,,,39.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0244,Renee Cosmetics,d2c/beauty,growth (Series C),Ahmedabad,Gujarat,,,12.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0245,Vini Cosmetics (Fogg),d2c/beauty,mature (established FMCG),Ahmedabad,Gujarat,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0246,Vecton AI,ai (BFSI enterprise),pre-seed,Bengaluru,Karnataka,,,70.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0247,Dialflo,ai / contact centre,pre-seed / first round,Bengaluru,Karnataka,,,12.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0248,Ammunic Systems,defence tech,seed,Bengaluru,Karnataka,,,81.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0249,ANS Commerce,enterprise saas,,Bengaluru,Karnataka,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0250,BharatGPT/Hanooman (Reliance+IIT-Bombay),ai/llm consortium,"model launched Mar 2024 (Hanooman, 11 Indian languages)",Mumbai,,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0251,Cellogen Therapeutics,biotech cell/gene,early/clinical,Delhi,,,,12.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0252,Morphing Machines,semiconductor cgra,Series A,Bengaluru,,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0253,NeuroPixel.AI,genai fashion ecommerce,,Bengaluru,Karnataka,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0254,Niro,fintech lending,,Bengaluru,Karnataka,,,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0255,Niyo,fintech / travel-fintech,late-stage (Series C+; acquiring RemitX forex assets Sep 2026),Bengaluru,Karnataka,,,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0256,SatSure,spacetech analytics,growth (Series A+; IN-SPACe tech adoption fund selectee 2026),Bengaluru,Karnataka,,,85.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0257,Simpl,fintech bnpl,distressed late-stage (RBI halt Sep 2025; ~100 layoffs; collections/ops only),Bengaluru,Karnataka,,,12.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0258,VerSe Innovation,media (Josh/Dailyhunt),late-stage unicorn (~$4-5B valuation band; $1.7-1.9B raised per trackers),Bengaluru,Karnataka,,,87.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0259,Wow! Momo,foodtech/qsr,"late-stage (Series D+; $150M+ raised; $20M debt raise Jul 2026; FY27 Rs 1,200 cr revenue target)",Kolkata,West Bengal,,,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0260,ARC,gaming,pre-seed (Rs 10.5 cr Sep 2026),Bengaluru,Karnataka,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0261,InstaAstro,spiritual tech,Series A (Aug 2026),Gurugram,Haryana,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0262,Iztri,homeservices,seed (Rs 10 cr Sep 2026),Bengaluru,Karnataka,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0263,Qila Games,gaming,pre-seed ($1M),Bengaluru,Karnataka,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0264,Sasta Sundar,healthtech/e-pharmacy,listed_public,Kolkata,West Bengal,2008,18,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0265,Astrotalk,consumer services/astrology | spiritual tech,unicorn,Delhi NCR,,2017,9,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0266,CarDekho (GirnarSoft),auto marketplace,pre_ipo,Jaipur,Rajasthan,2007,19,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0267,SagarDefence Engineering,defence marine autonomy,series_b,Mumbai,Maharashtra,2015,11,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0268,InRisk Labs (EarthRe),insurtech reinsurance,series_a,Ahmedabad,Gujarat,2024,2,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0269,Videonetics,ai/video analytics,series_b,Kolkata,West Bengal,2008,18,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0270,Drivn (DRIVN),ev/fintech,early_stage,Gurgaon,,2025,1,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0271,Turtlemint,insurtech,ipo_filed,Mumbai,Maharashtra,2015,11,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0272,ValuEnable,insurtech policy loans,seed,Mumbai,Maharashtra,2021,5,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0273,Wellbeing Nutrition,d2c wellness,acquired,Mumbai,Maharashtra,2019,7,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0274,Alt Carbon,climate / carbon dioxide removal (enhanced rock weathering),seed,Kolkata,West Bengal,2020,6,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0275,Alphadroid,robotics / service robots (AMR),pre-Series A,Noida,Uttar Pradesh,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0276,Minfy Technologies,cloud / IT services (AI),profitable scale-up (bootstrapped),Hyderabad,Telangana,2016,10,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0277,Celebal Technologies,enterprise data & AI solutions / services,Series B+ (debt top-up 2026),Jaipur,Rajasthan,2016,10,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0278,Tonbo Imaging,defence imaging / electro-optics,pre-IPO / Series D,Bengaluru,Karnataka,,,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0279,DigitalPaani,watertech / AI water-infrastructure management,early growth,Gurugram,Haryana,2020,6,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0280,Yuma Energy,EV battery swapping / Battery-as-a-Service,Series A,Bengaluru,,2022,4,70.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0281,Solinas Integrity,robotics / water-sanitation infra (pipeline + septic-tank robots),"Series A (ESTIMATE — Series A1 reported via social snippet only, unverified)",Chennai,Tamil Nadu,2018,8,14.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0282,Covrzy,insurtech b2b,,Bengaluru,Karnataka,2022,4,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0283,IndiQube,proptech / flex workspace (managed offices),listed,Bengaluru,Karnataka,,,87.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0284,Smartworks,proptech coworking,Public (listed NSE/BSE July 2025),Gurugram,Haryana,2016,10,43.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0285,Amnex Infotechnologies (Amnex),govtech saas,Private (growth stage),Ahmedabad,Gujarat,2008,18,52.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0286,MakeMyTrip,travel-tech,Public (NASDAQ: MMYT),Gurugram,Haryana,2000,26,41.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0287,Spinny,auto/used cars,"Public (converting to public company, IPO planned CY27)",Gurugram,Haryana,2015,11,45.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0288,Traqo,logistics saas,Seed,Gurugram,Haryana,2022,4,47.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0289,Trevel,ev mobility premium,Seed,Gurugram,Haryana,2025,1,45.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0290,Runable,ai agents,Series A,Bengaluru,Karnataka,2025,1,87.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0291,GreenLine,environment/logistics tech,Series A,Mumbai,Maharashtra,2021,5,45.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0292,IDfy,regtech/id verification,"Private (Series F, IPO-ready)",Mumbai,Maharashtra,2011,15,50.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0293,QWEEN,d2c/jewellery,Series A,Bengaluru,Karnataka,2024,2,52.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0294,The Whole Truth,D2C / healthy snacks,growth,Mumbai,Maharashtra,,,10.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0295,WinZO,gaming / real-money,late,New Delhi,,,,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0296,Nestasia,ecommerce / home decor D2C,early-growth,Kolkata,West Bengal,2019,7,79.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0297,Zettaone,semiconductors / electronics manufacturing,growth,Krishnagiri,,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0298,Landeed,proptech / property title search,early,Hyderabad,Telangana,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0299,Milky Mist,dairy / processed foods,listed,Erode / Perundurai,,,,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0300,QuickShift,logistics / D2C fulfillment,early,Gurugram,Haryana,,,12.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0301,Atlan,SaaS / data collaboration & governance,late,New Delhi,,,,22.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0302,CHOSEN (skin/hair),D2C beauty / science-led skincare,early,Chennai,Tamil Nadu,,,12.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0303,Big Mishra,food / ethnic sweets,growth,UNKNOWN,,,,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0304,Centricity,wealthtech,Series A,Gurugram,Haryana,2023,3,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0305,Graph AI,AI / healthtech (pharmacovigilance),Series A,Pleasanton,,2024,2,70.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0306,GROWiT India,agritech (crop protection / protected cultivation),Series A,Surat,,2020,6,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0307,Mindgrove Technologies,semiconductors,Series A,Chennai,Tamil Nadu,,,68.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0308,NeoGeo,geospatial intelligence,Series A,Gurugram,Haryana,2019,7,14.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0309,Kepler Aerospace,spacetech,Seed,Bengaluru,Karnataka,2018,8,77.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0310,CARS24,auto marketplace | used cars,Unicorn,Gurugram,Haryana,,,79.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0311,DealShare,social commerce,,Jaipur,Rajasthan,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0312,Chakr Innovation,cleantech (emission control),Series C,Delhi NCR,Delhi,,,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0313,Dhruva Space,spacetech infra,Growth (institutional space-tech fund backed),Hyderabad,Telangana,2012,14,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0314,Nawgati,fuel-tech,Series A,Delhi NCR,Delhi,,,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0315,Zaggle,fintech/spend management,Listed,Hyderabad,Telangana,,,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0316,R for Rabbit,d2c baby products,Growth,Ahmedabad,Gujarat,2014,12,89.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0317,BharatAgri,agritech,,Bengaluru,Karnataka,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0318,BluSmart,ev ride-hailing,,Ahmedabad,Gujarat,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0319,Yantra Packs,logistics packaging,Seed,Gurugram,Haryana,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0320,Cradlewise,d2c / baby tech,Series A,Bengaluru,Karnataka,,,83.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0321,Jaipur Robotics,robotics / computer vision,Seed,"Manno, Switzerland",,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0322,InsuranceDekho,insurtech,Growth,Gurugram,Haryana,,,83.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0323,MOPP Foods (Moppfoods),foodtech cloud kitchen,Growth,Gurugram,Haryana,2019,7,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0324,RenewBuy,insurtech,,Gurugram,Haryana,2015,11,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0325,Yubi,fintech/debt marketplace,unicorn,Chennai,Tamil Nadu,2020,6,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0326,Guickly,AI,seed,Bengaluru,Karnataka,2026,0,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0327,Zoplar,healthtech,,Unknown,,,,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0328,Navata Supply Chain Solutions,logistics last-mile,early_growth,Hyderabad,Telangana,2020,6,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0329,Astra,AI agents SaaS,,Unknown,,,,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0330,mPokket,fintech/lending,growth,Kolkata,West Bengal,2016,10,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0331,StockEdge/Kredent,fintech/market analytics,growth,Kolkata,West Bengal,,,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0332,EyeROV,robotics marine,growth,Kochi,Kerala,,,33.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0333,iHub Robotics,robotics humanoid,early,Kochi,Kerala,,,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0334,AU Small Finance Bank,,,Jaipur,Rajasthan,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0335,Climatech Environment,,,Jaipur,Rajasthan,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0336,Finova Capital,,,Jaipur,Rajasthan,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0337,Garuda Aerospace,,,Chennai,Tamil Nadu,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0338,Hisabkitab,saas accounting,Seed,Surat,Gujarat,,,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0339,Pickkup,ev logistics,Seed,Chandigarh,Chandigarh,,,35.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0340,ShopKirana,b2b retail supply,Acquired,Indore,Madhya Pradesh,2015,11,37.5,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0341,Theater,fashion / d2c,Series A,Chandigarh,Chandigarh,2021,5,33.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0342,Advaita Interactive,,,Kolkata,West Bengal,,,6.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0343,Lissun,mental health / healthtech,Series A,Gurugram,Haryana,2021,5,22.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0344,Aeron Systems,aerospace / defence deeptech,Pre-Series B,Pune,Maharashtra,,,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0345,Alle,AI fashion / e-commerce,Shut down,Bengaluru,Karnataka,2023,3,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
