investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV0401,Goldman Sachs,,,5,13,Home Services / Hyperlocal; Home interiors marketplace; fintech; insurtech; media (Josh/Dailyhunt),; Corporate; Corporate Restructuring; IPO; IPO (planned); Series C; Series D (third tranche); Series F; Series G,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0402,Saint-Gobain,,,1,4,Home interiors marketplace,; Series F (first tranche); Series F tranche,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0403,Helion Venture Partners,,,1,3,Home interiors marketplace,Series A; Series A (second tranche); Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0404,Jungle Ventures,VC,Singapore,4,17,B2B e-commerce / industrial supply chain; Home interiors marketplace; d2c travel; edtech study-abroad,; Seed; Series A; Series A (second tranche); Series B; Series C; Series D; Series E; Series F (first tranche); Series F (second tranche),Bengaluru; Noida,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0405,Oak Group,,,1,2,Home interiors marketplace,Series A; Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0406,Gokul Rajaram,,,1,1,Home interiors marketplace,Series A (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0407,IKEA (Ingka Group),,,1,2,Home interiors marketplace,Series D; Series F (first tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0408,Kharis Capital,,,1,2,Home interiors marketplace,Series D (second tranche); Series D (third tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0409,Venturi Partners,,,1,3,Home interiors marketplace,Series D (second tranche); Series D (third tranche); Series F (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0410,Tahoe Investment Group,,,1,1,Home interiors marketplace,Series D (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0411,EDBI,,,2,4,Home interiors marketplace; social media,Conventional Debt; Series D (third tranche); Series F (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0412,Ingka Group,,,1,2,Home interiors marketplace,Series D (third tranche); Series F (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0413,Trifecta Capital,VC,"Bengaluru, India",11,17,Home interiors marketplace; Logistics; WealthTech / Investment Tech; agritech supply chain; auto marketplace | used cars; edtech SaaS; ev commercial; fintech lending; foodtech cloud kitchen; healthtech (elective surgery chain); logistics cold chain,; Debt; Series B; Series B (equity + debt + secondary); Series C; Series E; Series E (debt); Series F (first tranche); Series G; Venture Debt; later-stage vc; series-a,Bengaluru; Delhi; Gurugram; Mumbai; Navi Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0414,QuaeroQ,,,1,1,Home interiors marketplace,Series F (first tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0415,JV LivSpace SPV,,,1,1,Home interiors marketplace,Series F (first tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0416,Peugeot Invest,,,1,1,Home interiors marketplace,Series F (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0417,Reno Asia Holdings,,,1,1,Home interiors marketplace,Series F (second tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0418,Singapore parent entity (rights issue),,,1,1,Home interiors marketplace,Late VC,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0419,Undisclosed,,,2,3,Home interiors marketplace; edtech / HR-tech (AI + blockchain credentials),Late VC; Secondary Transaction; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0420,"Ingka Group (IKEA), Jungle Ventures, Venturi Partners, Peugeot Invest",,,1,1,Home interiors marketplace,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0421,"Fidelity, B Capital, Prosus, SoftBank Vision Fund 2",Financial Services,"Boston, MA, USA",1,1,Horizontal ecommerce / social commerce,Series F,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0422,"Tiger Global, Think Investments, Mars Growth Capital",Hedge Fund,"New York, NY, USA",1,2,Horizontal ecommerce / social commerce,; Series F (late private),"Bengaluru, Karnataka",1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0423,public IPO; anchor $270M,,,1,1,Horizontal ecommerce / social commerce,IPO,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0424,"SoftBank, Prosus, Fidelity (no OFS sale at IPO)",Sovereign/Govt,"Tokyo, Japan",1,1,Horizontal ecommerce / social commerce,,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0425,"Elevation Capital, Peak XV Partners, Y Combinator (sold partial in IPO)",VC,"Bengaluru, India",1,1,Horizontal ecommerce / social commerce,,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0426,Peak XV Partners (formerly Sequoia India),VC,"Bengaluru, India",1,1,Horizontal ecommerce / social commerce,,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0427,Facebook,,,1,1,Horizontal ecommerce / social commerce,,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0428,Venture Highway,,,5,8,B2B e-commerce / industrial supply chain; Horizontal ecommerce / social commerce; agritech (dairy tech); auto marketplace | used cars; social media,; Series A; Series B; Series C; Series E,"Bengaluru; Bengaluru, Karnataka; Gurugram; Noida",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0429,Plum Wood (Warburg Pincus affiliate),,,1,1,Mobility / road transport tech,Pre-IPO (ANI Technologies),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0430,Bhavish Aggarwal,,,1,1,Mobility / road transport tech,Pre-IPO (ANI Technologies),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0431,Edelweiss,Financial Services,,2,2,Mobility / road transport tech; furniture rental / consumer services,Series D/D1; Series J,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0432,"SoftBank (~26%), Tiger Global, Tencent (historic stakes)",Sovereign/Govt,"Tokyo, Japan",1,1,Mobility / road transport tech,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0433,Temasek / Warburg Pincus,Sovereign/Govt,Singapore,1,1,Mobility / road transport tech,,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0434,"Vanguard (markdown holder, not lead investor)",,,1,1,Mobility / road transport tech,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0436,Warburg Pincus,Private Equity,,2,3,SaaS / Customer Loyalty; consumer electronics,; Private placement; Series A,Bengaluru; Delhi NCR,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0439,IIFL,Financial Services,,1,1,edtech robotics / consumer AI robots,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0442,Swiggy,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series D,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0443,AdvantEdge Partners,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Seed,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0444,Astarc Ventures,,,1,3,Mobility / road transport tech (bike taxi-led multimodal),Seed; Series A,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0445,Tessellate Ventures,,,1,2,Mobility / road transport tech (bike taxi-led multimodal),Seed,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0446,AdvantEdge,,,1,2,Mobility / road transport tech (bike taxi-led multimodal),Seed; Series A,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0447,private backers,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Seed,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0448,Integrated Capital,,,1,2,Mobility / road transport tech (bike taxi-led multimodal),Series A,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0449,Merchants Capital,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series A,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0450,Abhimanyu Munjal,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series A,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0451,BAce Capital,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series B,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0452,Shunwei Capital,,,2,4,Mobility / road transport tech (bike taxi-led multimodal); social media,Series B; Series C; Series D,"Bengaluru; Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0453,Konark Trust,,,2,3,EdTech; Mobility / road transport tech (bike taxi-led multimodal),Series A; Series B,"Bengaluru, Karnataka; Noida",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0454,MMPL Trust,,,2,4,EdTech; Mobility / road transport tech (bike taxi-led multimodal),Series A; Series B; Series C,"Bengaluru, Karnataka; Noida",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0455,Everblue Bangladesh,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series B,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0456,Shell Ventures,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series C,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0457,Yamaha,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series C,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0458,Kunal Shah (CRED),,,3,3,Mobility / road transport tech (bike taxi-led multimodal); WealthTech / Investment Tech; insurtech,Early VC; Pre-Series A / Angel; Series C,"Bengaluru; Bengaluru, Karnataka; Mumbai",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0459,Amarjit Singh Batra (Spotify India),,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series C,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0460,Positive Moves Consulting,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series C,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0461,Everblue Management,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series C,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0462,QED Innovation Labs,,,2,3,Mobility / road transport tech (bike taxi-led multimodal); WealthTech / Investment Tech,Seed; Series C,"Bengaluru; Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0463,Motherson Lease Solutions,,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series C,"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0464,Prosus (MIH Investments One BV),PE,"Amsterdam, Netherlands",1,1,Mobility / road transport tech (bike taxi-led multimodal),Series F (secondary),"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0465,WestBridge Capital (Setu AIF Trust),PE,"Mumbai, India",1,1,Mobility / road transport tech (bike taxi-led multimodal),Series F (secondary),"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0466,angel investors (via private wealth platforms),,,1,1,Mobility / road transport tech (bike taxi-led multimodal),Series F (secondary - ongoing),"Bengaluru, Karnataka",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0467,WestBridge Capital (largest holder ~25.6%),PE,"Mumbai, India",1,1,Mobility / road transport tech (bike taxi-led multimodal),,"Bengaluru, Karnataka",1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0468,Swiggy (exited Sep 2025),,,1,1,Mobility / road transport tech (bike taxi-led multimodal),,"Bengaluru, Karnataka",1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0469,Times Group,,,1,1,social media,Series H,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0470,India Quotient,,,4,11,Robotics / DeepTech; d2c beauty; fintech/sme lending; social media,; Pre-Seed; Seed; Series A; Series B; Series D; Series G,Ahmedabad; Bengaluru; Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0471,Xiaomi,,,1,2,social media,Series B; Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0472,5Y Capital,,,1,2,social media,Series C; Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0473,Hillhouse,,,1,1,social media,Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0474,TrustBridge Partners,,,1,1,social media,Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0475,Twitter Ventures,,,1,1,social media,Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0476,HarbourVest Partners,,,1,3,social media,Convertible Note; Series G,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0477,SWC Global Ventures,,,1,1,social media,Series G,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0478,Touchstone Partners,,,1,1,social media,Series G,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0479,Alkeon Capital Management,,,1,2,social media,Convertible Note; Series G,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0480,Moore Capital Management,,,1,1,social media,Series G,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0481,Brand Capital,,,1,1,social media,Series H (add-on),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0482,RIMCO,,,1,1,social media,Convertible Note,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0483,Tencent (via Zennis Capital BV and Hlodyn BV),CVC-corporate,,1,1,social media,Tencent convertible debt,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0484,other investors,,,1,1,social media,Sequoia Capital talks,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0485,Peak XV (Sequoia),VC,"Bengaluru, India",2,3,fintech payments/lending; hr-tech/jobs,Series A; Series D; Series E,Bengaluru; New Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0486,Owl Ventures,VC,"San Francisco, USA",2,8,edtech study-abroad; hr-tech/jobs,; Series B; Series C; Series D; Series E,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0487,Alteria Capital + others,,,1,1,fintech payments/lending,Debt,New Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0488,Hero MotoCorp,,,2,7,ev commercial; ev/2-wheeler,; Preferential; Series D; Series E (equity),Bengaluru; Delhi,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0489,Athera Venture Partners,,,3,5,Robotics / industrial automation (AMR); ev commercial; robotics vision,; Series A; Series B; Series C,Bengaluru; Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0490,QRG,,,1,1,ev commercial,Series C,Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0491,ADB Ventures,,,2,4,ev commercial; spacetech analytics,; Pre-Series A; Series C,Bengaluru; Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0492,Moglix,,,1,1,ev commercial,Series C,Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0493,Trifecta,VC,"Bengaluru, India",1,1,ev commercial,Series C,Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0494,British International Investment,,,3,8,agritech / post-harvest; ev commercial; fintech lending green,; Co-investment; Series B extension / growth equity; Series C; Series D,Delhi; Mumbai; Noida,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0495,BlackSoil,,,5,7,D2C jewellery; defence imaging / electro-optics; ev commercial; foodtech cloud kitchen; logistics cold chain,Conventional Debt; Debt; Series B (equity + debt + secondary); Series E (debt); Venture Debt,Bengaluru; Delhi; Navi Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0496,responsAbility Investments AG,,,1,1,ev commercial,Debt,Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0497,Hero MotoCorp (~35-36% stake),,,1,1,ev commercial,,Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0498,TR Capital (secondary-heavy),,,1,1,fintech lending,Series E,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0499,TPG Rise Fund (primary),PE,"San Francisco, CA, USA",1,1,fintech lending,Series E,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0500,TPG Rise Fund,PE,"San Francisco, CA, USA",1,2,fintech lending,; Series D,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0501,International Finance Corporation (IFC),DFI,,1,1,B2B e-commerce / industrial supply chain,,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0502,Banner Health,,,1,1,healthtech saas/ai,Series F,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0503,Danaher Ventures,,,1,1,healthtech saas/ai,Series F,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0504,Generation IM,,,1,1,healthtech saas/ai,Series F,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0505,Kaiser Permanente,,,1,2,healthtech saas/ai,; Series F,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0506,Lightspeed Ventures,VC,"Bengaluru, India",1,1,spacetech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0507,growX,VC,,2,5,Spacetech Propulsion; spacetech,; Pre-Series B; Seed; Series A; Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0508,Omnivore VC,VC,"Bengaluru, India",1,1,spacetech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0509,Techstars,,,1,1,spacetech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0510,Ryan Johnson,,,1,1,spacetech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0511,Radical Ventures,VC,Canada,1,4,spacetech,; Series A; Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0512,Seraphim,VC,UK,1,5,spacetech,; Series A; Series B; Series C,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0513,Blume,,,2,2,healthtech / wearables; spacetech,Series A; Series C extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0514,Sparta,,,1,1,spacetech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0515,Athera,,,1,1,spacetech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0516,Accenture Ventures,,,1,1,spacetech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0517,Jordan Noone,,,1,1,spacetech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0518,M&G plc,Financial Services,,1,2,spacetech,Series B extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
